SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/30_20_BC_0004.JPG,30_20_BC_0004.JPG,816 kB,BTC5HDP,2017:01:04 12:55:41,2000x1111,42.0 mm,20-Jan,2.4,800,Unknown (288),"Auto, Fired"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0012.JPG,24_04_BC_0012.JPG,873 kB,BTC5HDP,2018:11:15 12:36:45,2000x1111,42.0 mm,1/395,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000007.JPG,11_13_BC_000007.JPG,859 kB,,2018:11:18 13:28:49,2000x1500,,0,2.8,100,,No Flash
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0013.JPG,24_04_BC_0013.JPG,863 kB,BTC5HDP,2018:11:15 12:37:46,2000x1111,42.0 mm,1/470,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000003.JPG,17_24_BC_000003.JPG,828 kB,,2018:11:16 16:09:16,2000x1500,,0,2.8,100,,No Flash
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0014.JPG,24_04_BC_0014.JPG,820 kB,BTC5HDP,2018:11:15 12:37:48,2000x1111,42.0 mm,1/431,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000008.JPG,11_13_BC_000008.JPG,861 kB,,2018:11:18 13:28:50,2000x1500,,0,2.8,100,,No Flash
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0015.JPG,24_04_BC_0015.JPG,878 kB,BTC5HDP,2018:11:15 12:37:50,2000x1111,42.0 mm,1/431,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/30_20_BC_0005.JPG,30_20_BC_0005.JPG,723 kB,BTC5HDP,2017:01:04 12:55:43,2000x1111,42.0 mm,20-Jan,2.4,400,Unknown (288),"Auto, Fired"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0016.JPG,24_04_BC_0016.JPG,804 kB,BTC5HDP,2018:11:15 12:38:51,2000x1111,42.0 mm,1/279,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000009.JPG,11_13_BC_000009.JPG,860 kB,,2018:11:18 13:28:50,2000x1500,,0,2.8,100,,No Flash
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0017.JPG,24_04_BC_0017.JPG,810 kB,BTC5HDP,2018:11:15 12:38:53,2000x1111,42.0 mm,1/332,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0002.JPG,24_04_BC_0002.JPG,860 kB,BTC5HDP,2018:11:15 12:33:24,2000x1111,42.0 mm,1/583,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0018.JPG,24_04_BC_0018.JPG,806 kB,BTC5HDP,2018:11:15 12:38:55,2000x1111,42.0 mm,1/332,2.4,100,Unknown (288),"Auto, Did not fire"
/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000010.JPG,11_13_BC_000010.JPG,838 kB,,2018:11:18 20:42:35,2000x1500,,0,2.8,100,,No Flash
