"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Sort","Event"
"1","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0028.JPG","27_08_IMG_0028.JPG","799 kB","BTC5HDP",2018-01-12 12:34:51,"2000x1111","42.0 mm","Jan-67",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 12:34:51",1
"2","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0029.JPG","27_08_IMG_0029.JPG","802 kB","BTC5HDP",2018-01-12 12:34:53,"2000x1111","42.0 mm","Jan-67",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 12:34:53",1
"3","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0030.JPG","27_08_IMG_0030.JPG","802 kB","BTC5HDP",2018-01-12 12:34:55,"2000x1111","42.0 mm","Jan-67",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 12:34:55",1
"4","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0031.JPG","27_08_IMG_0031.JPG","862 kB","BTC5HDP",2018-01-12 13:13:21,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 13:13:21",2
"5","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0032.JPG","27_08_IMG_0032.JPG","792 kB","BTC5HDP",2018-01-12 13:13:23,"2000x1111","42.0 mm","Jan-97",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 13:13:23",2
"6","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0033.JPG","27_08_IMG_0033.JPG","794 kB","BTC5HDP",2018-01-12 13:13:25,"2000x1111","42.0 mm","Jan-97",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 13:13:25",2
"7","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0034.JPG","27_08_IMG_0034.JPG","714 kB","BTC5HDP",2018-01-12 15:27:21,"2000x1111","42.0 mm","1/664",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 15:27:21",3
"8","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0035.JPG","27_08_IMG_0035.JPG","733 kB","BTC5HDP",2018-01-12 15:27:23,"2000x1111","42.0 mm","1/558",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 15:27:23",3
"9","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0036.JPG","27_08_IMG_0036.JPG","715 kB","BTC5HDP",2018-01-12 15:27:25,"2000x1111","42.0 mm","1/609",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-12 15:27:25",3
"10","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0037.JPG","27_08_IMG_0037.JPG","858 kB","BTC5HDP",2018-01-13 11:48:25,"2000x1111","42.0 mm","Jan-49",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:48:25",4
"11","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0038.JPG","27_08_IMG_0038.JPG","812 kB","BTC5HDP",2018-01-13 11:48:27,"2000x1111","42.0 mm","Jan-00",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:48:27",4
"12","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0039.JPG","27_08_IMG_0039.JPG","827 kB","BTC5HDP",2018-01-13 11:48:29,"2000x1111","42.0 mm","Jan-00",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:48:29",4
"13","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0040.JPG","27_08_IMG_0040.JPG","835 kB","BTC5HDP",2018-01-13 11:53:43,"2000x1111","42.0 mm","Jan-93",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:53:43",5
"14","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0041.JPG","27_08_IMG_0041.JPG","830 kB","BTC5HDP",2018-01-13 11:53:45,"2000x1111","42.0 mm","Jan-17",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:53:45",5
"15","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0042.JPG","27_08_IMG_0042.JPG","830 kB","BTC5HDP",2018-01-13 11:53:47,"2000x1111","42.0 mm","Jan-49",2.4,100,"Unknown (288)","Auto, Did not fire","2018-01-13 11:53:47",5
"16","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0043.JPG","27_08_IMG_0043.JPG","867 kB","BTC5HDP",2018-02-08 17:44:50,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-02-08 17:44:50",6
"17","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0044.JPG","27_08_IMG_0044.JPG","729 kB","BTC5HDP",2018-02-08 17:44:53,"2000x1111","42.0 mm","28-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-02-08 17:44:53",6
"18","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0045.JPG","27_08_IMG_0045.JPG","726 kB","BTC5HDP",2018-02-08 17:44:55,"2000x1111","42.0 mm","Jan-50",2.4,100,"Unknown (288)","Auto, Fired","2018-02-08 17:44:55",6
"19","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0046.JPG","27_08_IMG_0046.JPG","733 kB","BTC5HDP",2018-02-25 16:57:14,"2000x1111","42.0 mm","1/400",2.4,100,"Unknown (288)","Auto, Did not fire","2018-02-25 16:57:14",7
"20","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0047.JPG","27_08_IMG_0047.JPG","731 kB","BTC5HDP",2018-02-25 16:57:16,"2000x1111","42.0 mm","1/400",2.4,100,"Unknown (288)","Auto, Did not fire","2018-02-25 16:57:16",7
"21","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/27_08_IMG_0048.JPG","27_08_IMG_0048.JPG","730 kB","BTC5HDP",2018-02-25 16:57:18,"2000x1111","42.0 mm","1/400",2.4,100,"Unknown (288)","Auto, Did not fire","2018-02-25 16:57:18",7
"22","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0001.JPG","33_01_WF_0001.JPG","837 kB","BTC5HDP",2018-11-12 17:15:54,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-12 17:15:54",8
"23","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0002.JPG","33_01_WF_0002.JPG","761 kB","BTC5HDP",2018-11-12 17:15:56,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-12 17:15:56",8
"24","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0003.JPG","33_01_WF_0003.JPG","755 kB","BTC5HDP",2018-11-12 17:15:58,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-12 17:15:58",8
"25","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0001.JPG","25_09_SH_0001.JPG","804 kB","BTC5HDP",2018-11-13 15:52:00,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:52:00",9
"26","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0002.JPG","25_09_SH_0002.JPG","862 kB","BTC5HDP",2018-11-13 15:52:02,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-13 15:52:02",9
"27","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0003.JPG","25_09_SH_0003.JPG","849 kB","BTC5HDP",2018-11-13 15:52:04,"2000x1111","42.0 mm","Jan-40",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:52:04",9
"28","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0004.JPG","25_09_SH_0004.JPG","819 kB","BTC5HDP",2018-11-13 15:53:46,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:53:46",10
"29","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0005.JPG","25_09_SH_0005.JPG","848 kB","BTC5HDP",2018-11-13 15:53:48,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-13 15:53:48",10
"30","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0006.JPG","25_09_SH_0006.JPG","858 kB","BTC5HDP",2018-11-13 15:53:50,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-13 15:53:50",10
"31","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0007.JPG","25_09_SH_0007.JPG","844 kB","BTC5HDP",2018-11-13 15:54:51,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:54:51",11
"32","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0008.JPG","25_09_SH_0008.JPG","845 kB","BTC5HDP",2018-11-13 15:54:54,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:54:54",11
"33","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0009.JPG","25_09_SH_0009.JPG","852 kB","BTC5HDP",2018-11-13 15:54:56,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:54:56",11
"34","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0010.JPG","25_09_SH_0010.JPG","830 kB","BTC5HDP",2018-11-13 15:55:56,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:55:56",11
"35","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0011.JPG","25_09_SH_0011.JPG","877 kB","BTC5HDP",2018-11-13 15:55:58,"2000x1111","42.0 mm","15-Jan",2.4,400,"Unknown (288)","Auto, Did not fire","2018-11-13 15:55:58",11
"36","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0012.JPG","25_09_SH_0012.JPG","838 kB","BTC5HDP",2018-11-13 15:57:48,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:57:48",12
"37","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0013.JPG","25_09_SH_0013.JPG","835 kB","BTC5HDP",2018-11-13 15:57:50,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:57:50",12
"38","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0014.JPG","25_09_SH_0014.JPG","833 kB","BTC5HDP",2018-11-13 15:57:52,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-11-13 15:57:52",12
"39","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/03_05_SH_000001.JPG","03_05_SH_000001.JPG","873 kB","",2018-11-14 16:00:10,"2000x1500","","0",2.8,100,"","No Flash","2018-11-14 16:00:10",13
"40","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/03_05_SH_000002.JPG","03_05_SH_000002.JPG","872 kB","",2018-11-14 16:00:11,"2000x1500","","0",2.8,100,"","No Flash","2018-11-14 16:00:11",13
"41","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/03_05_SH_000003.JPG","03_05_SH_000003.JPG","872 kB","",2018-11-14 16:00:11,"2000x1500","","0",2.8,100,"","No Flash","2018-11-14 16:00:11",13
"42","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0015.JPG","25_09_SH_0015.JPG","829 kB","BTC5HDP",2018-11-14 22:06:29,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-11-14 22:06:29",14
"43","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0016.JPG","25_09_SH_0016.JPG","822 kB","BTC5HDP",2018-11-14 22:06:31,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-11-14 22:06:31",14
"44","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0017.JPG","25_09_SH_0017.JPG","834 kB","BTC5HDP",2018-11-14 22:06:33,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-11-14 22:06:33",14
"45","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0018.JPG","25_09_SH_0018.JPG","755 kB","BTC5HDP",2018-11-15 00:59:25,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-11-15 00:59:25",15
"46","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0019.JPG","25_09_SH_0019.JPG","839 kB","BTC5HDP",2018-11-15 00:59:27,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-11-15 00:59:27",15
"47","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0020.JPG","25_09_SH_0020.JPG","813 kB","BTC5HDP",2018-11-15 00:59:29,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-11-15 00:59:29",15
"48","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0021.JPG","25_09_SH_0021.JPG","878 kB","BTC5HDP",2018-11-15 10:10:21,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:10:21",16
"49","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0022.JPG","25_09_SH_0022.JPG","879 kB","BTC5HDP",2018-11-15 10:10:23,"2000x1111","42.0 mm","Jan-91",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:10:23",16
"50","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0023.JPG","25_09_SH_0023.JPG","878 kB","BTC5HDP",2018-11-15 10:10:25,"2000x1111","42.0 mm","Jan-91",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:10:25",16
"51","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0024.JPG","25_09_SH_0024.JPG","837 kB","BTC5HDP",2018-11-15 10:11:26,"2000x1111","42.0 mm","Jan-83",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:11:26",17
"52","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0025.JPG","25_09_SH_0025.JPG","837 kB","BTC5HDP",2018-11-15 10:11:28,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:11:28",17
"53","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0026.JPG","25_09_SH_0026.JPG","837 kB","BTC5HDP",2018-11-15 10:11:30,"2000x1111","42.0 mm","Jan-87",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:11:30",17
"54","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0027.JPG","25_09_SH_0027.JPG","871 kB","BTC5HDP",2018-11-15 10:12:40,"2000x1111","42.0 mm","Jan-95",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:12:40",18
"55","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0028.JPG","25_09_SH_0028.JPG","865 kB","BTC5HDP",2018-11-15 10:12:42,"2000x1111","42.0 mm","1/100",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:12:42",18
"56","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0029.JPG","25_09_SH_0029.JPG","868 kB","BTC5HDP",2018-11-15 10:12:44,"2000x1111","42.0 mm","1/100",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:12:44",18
"57","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0030.JPG","25_09_SH_0030.JPG","860 kB","BTC5HDP",2018-11-15 10:13:47,"2000x1111","42.0 mm","Jan-79",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:13:47",19
"58","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0031.JPG","25_09_SH_0031.JPG","874 kB","BTC5HDP",2018-11-15 10:13:49,"2000x1111","42.0 mm","Jan-83",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:13:49",19
"59","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0032.JPG","25_09_SH_0032.JPG","871 kB","BTC5HDP",2018-11-15 10:13:51,"2000x1111","42.0 mm","Jan-83",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:13:51",19
"60","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0033.JPG","25_09_SH_0033.JPG","840 kB","BTC5HDP",2018-11-15 10:14:52,"2000x1111","42.0 mm","Jan-95",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:14:52",20
"61","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0034.JPG","25_09_SH_0034.JPG","839 kB","BTC5HDP",2018-11-15 10:14:54,"2000x1111","42.0 mm","1/112",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:14:54",20
"62","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0035.JPG","25_09_SH_0035.JPG","842 kB","BTC5HDP",2018-11-15 10:14:56,"2000x1111","42.0 mm","1/112",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 10:14:56",20
"63","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0036.JPG","25_09_SH_0036.JPG","844 kB","BTC5HDP",2018-11-15 11:46:50,"2000x1111","42.0 mm","1/120",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 11:46:50",21
"64","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0037.JPG","25_09_SH_0037.JPG","841 kB","BTC5HDP",2018-11-15 11:46:52,"2000x1111","42.0 mm","1/128",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 11:46:52",21
"65","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/25_09_SH_0038.JPG","25_09_SH_0038.JPG","841 kB","BTC5HDP",2018-11-15 11:46:54,"2000x1111","42.0 mm","1/128",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 11:46:54",21
"66","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0001.JPG","24_04_BC_0001.JPG","842 kB","BTC5HDP",2018-11-15 12:33:22,"2000x1111","42.0 mm","1/535",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:33:22",22
"67","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0002.JPG","24_04_BC_0002.JPG","860 kB","BTC5HDP",2018-11-15 12:33:24,"2000x1111","42.0 mm","1/583",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:33:24",22
"68","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0003.JPG","24_04_BC_0003.JPG","859 kB","BTC5HDP",2018-11-15 12:33:26,"2000x1111","42.0 mm","1/583",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:33:26",22
"69","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0004.JPG","24_04_BC_0004.JPG","827 kB","BTC5HDP",2018-11-15 12:34:27,"2000x1111","42.0 mm","1/480",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:34:27",23
"70","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0005.JPG","24_04_BC_0005.JPG","838 kB","BTC5HDP",2018-11-15 12:34:30,"2000x1111","42.0 mm","1/480",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:34:30",23
"71","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0006.JPG","24_04_BC_0006.JPG","847 kB","BTC5HDP",2018-11-15 12:34:32,"2000x1111","42.0 mm","1/480",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:34:32",23
"72","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0007.JPG","24_04_BC_0007.JPG","811 kB","BTC5HDP",2018-11-15 12:35:36,"2000x1111","42.0 mm","1/395",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:35:36",24
"73","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0008.JPG","24_04_BC_0008.JPG","875 kB","BTC5HDP",2018-11-15 12:35:38,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:35:38",24
"74","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0009.JPG","24_04_BC_0009.JPG","858 kB","BTC5HDP",2018-11-15 12:35:40,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:35:40",24
"75","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0010.JPG","24_04_BC_0010.JPG","852 kB","BTC5HDP",2018-11-15 12:36:41,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:36:41",25
"76","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0011.JPG","24_04_BC_0011.JPG","875 kB","BTC5HDP",2018-11-15 12:36:43,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:36:43",25
"77","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0012.JPG","24_04_BC_0012.JPG","873 kB","BTC5HDP",2018-11-15 12:36:45,"2000x1111","42.0 mm","1/395",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:36:45",25
"78","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0013.JPG","24_04_BC_0013.JPG","863 kB","BTC5HDP",2018-11-15 12:37:46,"2000x1111","42.0 mm","1/470",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:37:46",26
"79","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0014.JPG","24_04_BC_0014.JPG","820 kB","BTC5HDP",2018-11-15 12:37:48,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:37:48",26
"80","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0015.JPG","24_04_BC_0015.JPG","878 kB","BTC5HDP",2018-11-15 12:37:50,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:37:50",26
"81","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0016.JPG","24_04_BC_0016.JPG","804 kB","BTC5HDP",2018-11-15 12:38:51,"2000x1111","42.0 mm","1/279",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:38:51",27
"82","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0017.JPG","24_04_BC_0017.JPG","810 kB","BTC5HDP",2018-11-15 12:38:53,"2000x1111","42.0 mm","1/332",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:38:53",27
"83","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0018.JPG","24_04_BC_0018.JPG","806 kB","BTC5HDP",2018-11-15 12:38:55,"2000x1111","42.0 mm","1/332",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:38:55",27
"84","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0019.JPG","24_04_BC_0019.JPG","831 kB","BTC5HDP",2018-11-15 12:39:56,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:39:56",28
"85","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0020.JPG","24_04_BC_0020.JPG","878 kB","BTC5HDP",2018-11-15 12:39:59,"2000x1111","42.0 mm","1/347",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:39:59",28
"86","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0021.JPG","24_04_BC_0021.JPG","876 kB","BTC5HDP",2018-11-15 12:40:00,"2000x1111","42.0 mm","1/347",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:40:00",28
"87","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0022.JPG","24_04_BC_0022.JPG","820 kB","BTC5HDP",2018-11-15 12:41:01,"2000x1111","42.0 mm","1/292",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:41:01",29
"88","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0023.JPG","24_04_BC_0023.JPG","816 kB","BTC5HDP",2018-11-15 12:41:03,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:41:03",29
"89","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0024.JPG","24_04_BC_0024.JPG","806 kB","BTC5HDP",2018-11-15 12:41:05,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:41:05",29
"90","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0025.JPG","24_04_BC_0025.JPG","877 kB","BTC5HDP",2018-11-15 12:42:08,"2000x1111","42.0 mm","1/304",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:42:08",30
"91","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0026.JPG","24_04_BC_0026.JPG","848 kB","BTC5HDP",2018-11-15 12:42:10,"2000x1111","42.0 mm","1/332",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:42:10",30
"92","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0027.JPG","24_04_BC_0027.JPG","857 kB","BTC5HDP",2018-11-15 12:42:12,"2000x1111","42.0 mm","1/332",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:42:12",30
"93","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0028.JPG","24_04_BC_0028.JPG","860 kB","BTC5HDP",2018-11-15 12:43:14,"2000x1111","42.0 mm","1/431",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:43:14",31
"94","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0029.JPG","24_04_BC_0029.JPG","844 kB","BTC5HDP",2018-11-15 12:43:17,"2000x1111","42.0 mm","1/450",2.4,100,"Unknown (288)","Auto, Did not fire","2018-11-15 12:43:17",31
