"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Sort","Event"
"772","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0048.JPG","29_19_DEG_0048.JPG","750 kB","BTC5HDP",2018-12-13 07:01:18,"2000x1111","42.0 mm","25-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 07:01:18",254
"773","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000130.JPG","17_24_BC_000130.JPG","837 kB","",2018-12-13 10:18:18,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:18:18",255
"774","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000131.JPG","17_24_BC_000131.JPG","834 kB","",2018-12-13 10:18:19,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:18:19",255
"775","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000132.JPG","17_24_BC_000132.JPG","832 kB","",2018-12-13 10:18:19,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:18:19",255
"776","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000133.JPG","17_24_BC_000133.JPG","834 kB","",2018-12-13 10:20:25,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:20:25",256
"777","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000134.JPG","17_24_BC_000134.JPG","830 kB","",2018-12-13 10:20:26,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:20:26",256
"778","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000135.JPG","17_24_BC_000135.JPG","827 kB","",2018-12-13 10:20:26,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 10:20:26",256
"779","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000001.JPG","14_22_DON_000001.JPG","842 kB","",2018-12-13 14:34:44,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 14:34:44",257
"780","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000002.JPG","14_22_DON_000002.JPG","842 kB","",2018-12-13 14:34:45,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 14:34:45",257
"781","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000003.JPG","14_22_DON_000003.JPG","839 kB","",2018-12-13 14:34:45,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 14:34:45",257
"782","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000004.JPG","14_22_DON_000004.JPG","868 kB","",2018-12-13 18:06:15,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 18:06:15",258
"783","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000005.JPG","14_22_DON_000005.JPG","866 kB","",2018-12-13 18:06:15,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 18:06:15",258
"784","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000006.JPG","14_22_DON_000006.JPG","866 kB","",2018-12-13 18:06:16,"2000x1500","","0",2.8,100,"","No Flash","2018-12-13 18:06:16",258
"785","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0070.JPG","33_01_WF_0070.JPG","867 kB","BTC5HDP",2018-12-13 18:18:39,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:18:39",259
"786","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0071.JPG","33_01_WF_0071.JPG","856 kB","BTC5HDP",2018-12-13 18:18:41,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:18:41",259
"787","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0072.JPG","33_01_WF_0072.JPG","789 kB","BTC5HDP",2018-12-13 18:18:44,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:18:44",259
"788","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0067.JPG","22_18_WF_0067.JPG","783 kB","BTC5HDP",2018-12-13 18:44:01,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-13 18:44:01",260
"789","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0068.JPG","22_18_WF_0068.JPG","842 kB","BTC5HDP",2018-12-13 18:44:03,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-13 18:44:03",260
"790","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0069.JPG","22_18_WF_0069.JPG","844 kB","BTC5HDP",2018-12-13 18:44:05,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:44:05",260
"791","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0070.JPG","22_18_WF_0070.JPG","860 kB","BTC5HDP",2018-12-13 18:46:36,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:46:36",261
"792","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0071.JPG","22_18_WF_0071.JPG","870 kB","BTC5HDP",2018-12-13 18:46:38,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:46:38",261
"793","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0072.JPG","22_18_WF_0072.JPG","843 kB","BTC5HDP",2018-12-13 18:46:40,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-13 18:46:40",261
"794","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000136.JPG","17_24_BC_000136.JPG","834 kB","",2018-12-14 15:02:04,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 15:02:04",262
"795","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000137.JPG","17_24_BC_000137.JPG","836 kB","",2018-12-14 15:02:05,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 15:02:05",262
"796","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000138.JPG","17_24_BC_000138.JPG","838 kB","",2018-12-14 15:02:05,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 15:02:05",262
"797","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0049.JPG","29_19_DEG_0049.JPG","809 kB","BTC5HDP",2018-12-14 19:14:50,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-14 19:14:50",263
"798","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0050.JPG","29_19_DEG_0050.JPG","813 kB","BTC5HDP",2018-12-14 19:14:52,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-14 19:14:52",263
"799","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0051.JPG","29_19_DEG_0051.JPG","864 kB","BTC5HDP",2018-12-14 19:14:55,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-14 19:14:55",263
"800","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000112.JPG","11_13_BC_000112.JPG","823 kB","",2018-12-14 23:43:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 23:43:22",264
"801","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000113.JPG","11_13_BC_000113.JPG","822 kB","",2018-12-14 23:43:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 23:43:22",264
"802","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000114.JPG","11_13_BC_000114.JPG","822 kB","",2018-12-14 23:43:23,"2000x1500","","0",2.8,100,"","No Flash","2018-12-14 23:43:23",264
"803","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000004.JPG","18_16_WHIP_000004.JPG","742 kB","",2018-12-15 01:30:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:30:22",265
"804","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000005.JPG","18_16_WHIP_000005.JPG","740 kB","",2018-12-15 01:30:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:30:22",265
"805","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000006.JPG","18_16_WHIP_000006.JPG","739 kB","",2018-12-15 01:30:23,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:30:23",265
"806","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000028.JPG","15_14_DEG_000028.JPG","847 kB","",2018-12-15 01:31:52,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:31:52",266
"807","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000029.JPG","15_14_DEG_000029.JPG","846 kB","",2018-12-15 01:31:52,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:31:52",266
"808","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000030.JPG","15_14_DEG_000030.JPG","846 kB","",2018-12-15 01:31:53,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 01:31:53",266
"809","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0052.JPG","29_19_DEG_0052.JPG","844 kB","BTC5HDP",2018-12-15 06:10:48,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:10:48",267
"810","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0053.JPG","29_19_DEG_0053.JPG","862 kB","BTC5HDP",2018-12-15 06:10:50,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:10:50",267
"811","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0054.JPG","29_19_DEG_0054.JPG","867 kB","BTC5HDP",2018-12-15 06:10:52,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:10:52",267
"812","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0055.JPG","29_19_DEG_0055.JPG","832 kB","BTC5HDP",2018-12-15 06:12:00,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:12:00",268
"813","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0056.JPG","29_19_DEG_0056.JPG","856 kB","BTC5HDP",2018-12-15 06:12:03,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:12:03",268
"814","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0057.JPG","29_19_DEG_0057.JPG","858 kB","BTC5HDP",2018-12-15 06:12:05,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:12:05",268
"815","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0058.JPG","29_19_DEG_0058.JPG","818 kB","BTC5HDP",2018-12-15 06:13:05,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-15 06:13:05",268
"816","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0059.JPG","29_19_DEG_0059.JPG","860 kB","BTC5HDP",2018-12-15 06:13:07,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:13:07",268
"817","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0060.JPG","29_19_DEG_0060.JPG","857 kB","BTC5HDP",2018-12-15 06:13:09,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:13:09",268
"818","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0061.JPG","29_19_DEG_0061.JPG","825 kB","BTC5HDP",2018-12-15 06:14:23,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:14:23",269
"819","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0062.JPG","29_19_DEG_0062.JPG","859 kB","BTC5HDP",2018-12-15 06:14:25,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:14:25",269
"820","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0063.JPG","29_19_DEG_0063.JPG","854 kB","BTC5HDP",2018-12-15 06:14:27,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 06:14:27",269
"821","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000031.JPG","15_14_DEG_000031.JPG","843 kB","",2018-12-15 06:52:17,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 06:52:17",270
"822","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000032.JPG","15_14_DEG_000032.JPG","822 kB","",2018-12-15 06:52:17,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 06:52:17",270
"823","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000033.JPG","15_14_DEG_000033.JPG","822 kB","",2018-12-15 06:52:18,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 06:52:18",270
"824","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0064.JPG","29_19_DEG_0064.JPG","842 kB","BTC5HDP",2018-12-15 07:34:47,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-15 07:34:47",271
"825","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0065.JPG","29_19_DEG_0065.JPG","843 kB","BTC5HDP",2018-12-15 07:34:49,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-15 07:34:49",271
"826","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0066.JPG","29_19_DEG_0066.JPG","843 kB","BTC5HDP",2018-12-15 07:34:51,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-15 07:34:51",271
"827","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0073.JPG","33_01_WF_0073.JPG","876 kB","BTC5HDP",2018-12-15 11:30:11,"2000x1111","42.0 mm","1/378",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-15 11:30:11",272
"828","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0074.JPG","33_01_WF_0074.JPG","853 kB","BTC5HDP",2018-12-15 11:30:13,"2000x1111","42.0 mm","1/470",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-15 11:30:13",272
"829","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0075.JPG","33_01_WF_0075.JPG","854 kB","BTC5HDP",2018-12-15 11:30:15,"2000x1111","42.0 mm","1/470",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-15 11:30:15",272
"830","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000007.JPG","14_22_DON_000007.JPG","851 kB","",2018-12-15 12:00:57,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 12:00:57",273
"831","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000008.JPG","14_22_DON_000008.JPG","850 kB","",2018-12-15 12:00:57,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 12:00:57",273
"832","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000009.JPG","14_22_DON_000009.JPG","850 kB","",2018-12-15 12:00:58,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 12:00:58",273
"833","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000010.JPG","14_22_DON_000010.JPG","828 kB","",2018-12-15 13:22:04,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 13:22:04",274
"834","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000011.JPG","14_22_DON_000011.JPG","827 kB","",2018-12-15 13:22:04,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 13:22:04",274
"835","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000012.JPG","14_22_DON_000012.JPG","826 kB","",2018-12-15 13:22:05,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 13:22:05",274
"836","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0037.JPG","23_03_SH_0037.JPG","777 kB","BTC5HDP",2018-12-15 17:15:37,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-15 17:15:37",275
"837","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0038.JPG","23_03_SH_0038.JPG","840 kB","BTC5HDP",2018-12-15 17:15:39,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-15 17:15:39",275
"838","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0039.JPG","23_03_SH_0039.JPG","824 kB","BTC5HDP",2018-12-15 17:15:42,"2000x1111","42.0 mm","24-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-15 17:15:42",275
"839","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0073.JPG","22_18_WF_0073.JPG","862 kB","BTC5HDP",2018-12-15 17:39:44,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-15 17:39:44",276
"840","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0074.JPG","22_18_WF_0074.JPG","787 kB","BTC5HDP",2018-12-15 17:39:46,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 17:39:46",276
"841","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0075.JPG","22_18_WF_0075.JPG","875 kB","BTC5HDP",2018-12-15 17:39:48,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-15 17:39:48",276
"842","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000007.JPG","18_16_WHIP_000007.JPG","747 kB","",2018-12-15 18:39:26,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:39:26",277
"843","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000008.JPG","18_16_WHIP_000008.JPG","745 kB","",2018-12-15 18:39:27,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:39:27",277
"844","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000009.JPG","18_16_WHIP_000009.JPG","743 kB","",2018-12-15 18:39:27,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:39:27",277
"845","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000115.JPG","11_13_BC_000115.JPG","878 kB","",2018-12-15 18:53:36,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:53:36",278
"846","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000116.JPG","11_13_BC_000116.JPG","798 kB","",2018-12-15 18:53:37,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:53:37",278
"847","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000117.JPG","11_13_BC_000117.JPG","798 kB","",2018-12-15 18:53:38,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 18:53:38",278
"848","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000010.JPG","18_16_WHIP_000010.JPG","746 kB","",2018-12-15 20:15:36,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:15:36",279
"849","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000011.JPG","18_16_WHIP_000011.JPG","744 kB","",2018-12-15 20:15:37,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:15:37",279
"850","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000012.JPG","18_16_WHIP_000012.JPG","743 kB","",2018-12-15 20:15:38,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:15:38",279
"851","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000013.JPG","18_16_WHIP_000013.JPG","745 kB","",2018-12-15 20:17:40,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:17:40",280
"852","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000014.JPG","18_16_WHIP_000014.JPG","743 kB","",2018-12-15 20:17:41,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:17:41",280
"853","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/18_16_WHIP_000015.JPG","18_16_WHIP_000015.JPG","742 kB","",2018-12-15 20:17:41,"2000x1500","","0",2.8,100,"","No Flash","2018-12-15 20:17:41",280
"854","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000013.JPG","14_22_DON_000013.JPG","848 kB","",2018-12-16 00:48:19,"2000x1500","","0",2.8,100,"","No Flash","2018-12-16 00:48:19",281
"855","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000014.JPG","14_22_DON_000014.JPG","847 kB","",2018-12-16 00:48:19,"2000x1500","","0",2.8,100,"","No Flash","2018-12-16 00:48:19",281
"856","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/14_22_DON_000015.JPG","14_22_DON_000015.JPG","845 kB","",2018-12-16 00:48:20,"2000x1500","","0",2.8,100,"","No Flash","2018-12-16 00:48:20",281
"857","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0076.JPG","22_18_WF_0076.JPG","743 kB","BTC5HDP",2018-12-16 05:26:52,"2000x1111","42.0 mm","20-Jan",2.4,800,"Unknown (288)","Auto, Fired","2018-12-16 05:26:52",282
"858","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0077.JPG","22_18_WF_0077.JPG","766 kB","BTC5HDP",2018-12-16 05:26:54,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 05:26:54",282
"859","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0078.JPG","22_18_WF_0078.JPG","865 kB","BTC5HDP",2018-12-16 05:26:56,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 05:26:56",282
"860","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0004.JPG","32_17_WHIP_0004.JPG","823 kB","BTC5HDP",2018-12-16 05:58:35,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-16 05:58:35",283
"861","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0005.JPG","32_17_WHIP_0005.JPG","754 kB","BTC5HDP",2018-12-16 05:58:37,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 05:58:37",283
"862","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0006.JPG","32_17_WHIP_0006.JPG","875 kB","BTC5HDP",2018-12-16 05:58:39,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 05:58:39",283
"863","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0007.JPG","32_17_WHIP_0007.JPG","844 kB","BTC5HDP",2018-12-16 05:59:44,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-16 05:59:44",284
"864","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0008.JPG","32_17_WHIP_0008.JPG","848 kB","BTC5HDP",2018-12-16 05:59:46,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 05:59:46",284
"865","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0009.JPG","32_17_WHIP_0009.JPG","798 kB","BTC5HDP",2018-12-16 05:59:48,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-16 05:59:48",284
"866","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0010.JPG","32_17_WHIP_0010.JPG","833 kB","BTC5HDP",2018-12-16 06:00:49,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-16 06:00:49",285
"867","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0011.JPG","32_17_WHIP_0011.JPG","855 kB","BTC5HDP",2018-12-16 06:00:51,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 06:00:51",285
"868","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0012.JPG","32_17_WHIP_0012.JPG","855 kB","BTC5HDP",2018-12-16 06:00:53,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 06:00:53",285
"869","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0013.JPG","32_17_WHIP_0013.JPG","850 kB","BTC5HDP",2018-12-16 06:17:48,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 06:17:48",286
"870","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0014.JPG","32_17_WHIP_0014.JPG","842 kB","BTC5HDP",2018-12-16 06:17:50,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 06:17:50",286
"871","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0015.JPG","32_17_WHIP_0015.JPG","793 kB","BTC5HDP",2018-12-16 06:17:52,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-16 06:17:52",286
"872","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0016.JPG","32_17_WHIP_0016.JPG","831 kB","BTC5HDP",2018-12-16 06:21:22,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-16 06:21:22",287
"873","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/32_17_WHIP_0017.JPG","32_17_WHIP_0017.JPG","848 kB","BTC5HDP",2018-12-16 06:21:24,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-16 06:21:24",287
