"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Sort"
"514","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0027.JPG","33_01_WF_0027.JPG","761 kB","BTC5HDP",2018-12-03 03:41:28,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:41:28"
"515","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0028.JPG","33_01_WF_0028.JPG","789 kB","BTC5HDP",2018-12-03 03:42:40,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:42:40"
"516","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0029.JPG","33_01_WF_0029.JPG","781 kB","BTC5HDP",2018-12-03 03:42:42,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:42:42"
"517","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0030.JPG","33_01_WF_0030.JPG","747 kB","BTC5HDP",2018-12-03 03:42:45,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:42:45"
"518","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0031.JPG","33_01_WF_0031.JPG","791 kB","BTC5HDP",2018-12-03 03:54:35,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:54:35"
"519","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0032.JPG","33_01_WF_0032.JPG","820 kB","BTC5HDP",2018-12-03 03:54:37,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-03 03:54:37"
"520","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0033.JPG","33_01_WF_0033.JPG","821 kB","BTC5HDP",2018-12-03 03:54:39,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-03 03:54:39"
"521","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0034.JPG","33_01_WF_0034.JPG","669 kB","BTC5HDP",2018-12-03 03:55:39,"2000x1111","42.0 mm","Jan-56",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:55:39"
"522","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0035.JPG","33_01_WF_0035.JPG","702 kB","BTC5HDP",2018-12-03 03:55:42,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:55:42"
"523","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0036.JPG","33_01_WF_0036.JPG","646 kB","BTC5HDP",2018-12-03 03:55:44,"2000x1111","42.0 mm","1/108",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 03:55:44"
"524","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0040.JPG","22_18_WF_0040.JPG","770 kB","BTC5HDP",2018-12-03 07:09:44,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:09:44"
"525","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0041.JPG","22_18_WF_0041.JPG","836 kB","BTC5HDP",2018-12-03 07:09:46,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:09:46"
"526","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0042.JPG","22_18_WF_0042.JPG","799 kB","BTC5HDP",2018-12-03 07:09:48,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:09:48"
"527","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0043.JPG","22_18_WF_0043.JPG","801 kB","BTC5HDP",2018-12-03 07:19:51,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:19:51"
"528","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0044.JPG","22_18_WF_0044.JPG","810 kB","BTC5HDP",2018-12-03 07:19:53,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:19:53"
"529","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0045.JPG","22_18_WF_0045.JPG","782 kB","BTC5HDP",2018-12-03 07:19:55,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 07:19:55"
"530","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000091.JPG","17_24_BC_000091.JPG","856 kB","",2018-12-03 09:53:09,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 09:53:09"
"531","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000092.JPG","17_24_BC_000092.JPG","855 kB","",2018-12-03 09:53:09,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 09:53:09"
"532","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000093.JPG","17_24_BC_000093.JPG","855 kB","",2018-12-03 09:53:10,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 09:53:10"
"533","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000079.JPG","11_13_BC_000079.JPG","875 kB","",2018-12-03 13:10:36,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 13:10:36"
"534","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000080.JPG","11_13_BC_000080.JPG","873 kB","",2018-12-03 13:10:36,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 13:10:36"
"535","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/11_13_BC_000081.JPG","11_13_BC_000081.JPG","874 kB","",2018-12-03 13:10:37,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 13:10:37"
"536","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000094.JPG","17_24_BC_000094.JPG","832 kB","",2018-12-03 14:02:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:02:22"
"537","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000095.JPG","17_24_BC_000095.JPG","831 kB","",2018-12-03 14:02:22,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:02:22"
"538","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000096.JPG","17_24_BC_000096.JPG","878 kB","",2018-12-03 14:02:23,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:02:23"
"539","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000097.JPG","17_24_BC_000097.JPG","872 kB","",2018-12-03 14:44:12,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:44:12"
"540","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000098.JPG","17_24_BC_000098.JPG","872 kB","",2018-12-03 14:44:13,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:44:13"
"541","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000099.JPG","17_24_BC_000099.JPG","869 kB","",2018-12-03 14:44:13,"2000x1500","","0",2.8,100,"","No Flash","2018-12-03 14:44:13"
"542","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0073.JPG","24_04_BC_0073.JPG","815 kB","BTC5HDP",2018-12-03 16:48:48,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-03 16:48:48"
"543","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0074.JPG","24_04_BC_0074.JPG","845 kB","BTC5HDP",2018-12-03 16:48:50,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-03 16:48:50"
"544","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0075.JPG","24_04_BC_0075.JPG","740 kB","BTC5HDP",2018-12-03 16:48:52,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-03 16:48:52"
"545","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0028.JPG","29_19_DEG_0028.JPG","811 kB","BTC5HDP",2018-12-03 18:33:06,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-03 18:33:06"
"546","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0029.JPG","29_19_DEG_0029.JPG","771 kB","BTC5HDP",2018-12-03 18:33:08,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 18:33:08"
"547","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0030.JPG","29_19_DEG_0030.JPG","733 kB","BTC5HDP",2018-12-03 18:33:10,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 18:33:10"
"548","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0031.JPG","29_19_DEG_0031.JPG","747 kB","BTC5HDP",2018-12-03 18:34:21,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 18:34:21"
"549","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0032.JPG","29_19_DEG_0032.JPG","769 kB","BTC5HDP",2018-12-03 18:34:24,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 18:34:24"
"550","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0033.JPG","29_19_DEG_0033.JPG","737 kB","BTC5HDP",2018-12-03 18:34:26,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-03 18:34:26"
"551","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0034.JPG","29_19_DEG_0034.JPG","775 kB","BTC5HDP",2018-12-04 00:28:09,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 00:28:09"
"552","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0035.JPG","29_19_DEG_0035.JPG","798 kB","BTC5HDP",2018-12-04 00:28:11,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 00:28:11"
"553","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/29_19_DEG_0036.JPG","29_19_DEG_0036.JPG","765 kB","BTC5HDP",2018-12-04 00:28:13,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 00:28:13"
"554","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0076.JPG","24_04_BC_0076.JPG","817 kB","BTC5HDP",2018-12-04 02:31:19,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-04 02:31:19"
"555","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0077.JPG","24_04_BC_0077.JPG","730 kB","BTC5HDP",2018-12-04 02:31:21,"2000x1111","42.0 mm","20-Jan",2.4,800,"Unknown (288)","Auto, Fired","2018-12-04 02:31:21"
"556","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0078.JPG","24_04_BC_0078.JPG","772 kB","BTC5HDP",2018-12-04 02:31:23,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-04 02:31:23"
"557","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0037.JPG","33_01_WF_0037.JPG","783 kB","BTC5HDP",2018-12-04 02:57:07,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 02:57:07"
"558","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0038.JPG","33_01_WF_0038.JPG","858 kB","BTC5HDP",2018-12-04 02:57:09,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 02:57:09"
"559","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0039.JPG","33_01_WF_0039.JPG","834 kB","BTC5HDP",2018-12-04 02:57:11,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 02:57:11"
"560","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0079.JPG","24_04_BC_0079.JPG","777 kB","BTC5HDP",2018-12-04 03:03:19,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-04 03:03:19"
"561","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0080.JPG","24_04_BC_0080.JPG","738 kB","BTC5HDP",2018-12-04 03:03:22,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-04 03:03:22"
"562","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0081.JPG","24_04_BC_0081.JPG","742 kB","BTC5HDP",2018-12-04 03:03:24,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-04 03:03:24"
"563","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0040.JPG","33_01_WF_0040.JPG","849 kB","BTC5HDP",2018-12-04 03:24:49,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 03:24:49"
"564","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0041.JPG","33_01_WF_0041.JPG","836 kB","BTC5HDP",2018-12-04 03:24:51,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 03:24:51"
"565","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0042.JPG","33_01_WF_0042.JPG","830 kB","BTC5HDP",2018-12-04 03:24:53,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 03:24:53"
"566","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/21_21_DON_0006.JPG","21_21_DON_0006.JPG","765 kB","BTC5HDP",2018-12-04 05:30:48,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-04 05:30:48"
"567","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/21_21_DON_0007.JPG","21_21_DON_0007.JPG","760 kB","BTC5HDP",2018-12-04 05:30:50,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-04 05:30:50"
"568","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/21_21_DON_0008.JPG","21_21_DON_0008.JPG","826 kB","BTC5HDP",2018-12-04 05:30:52,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-04 05:30:52"
"569","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000100.JPG","17_24_BC_000100.JPG","861 kB","",2018-12-04 06:43:28,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 06:43:28"
"570","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000101.JPG","17_24_BC_000101.JPG","774 kB","",2018-12-04 06:43:29,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 06:43:29"
"571","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/17_24_BC_000102.JPG","17_24_BC_000102.JPG","795 kB","",2018-12-04 06:43:29,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 06:43:29"
"572","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0046.JPG","22_18_WF_0046.JPG","865 kB","BTC5HDP",2018-12-04 07:32:21,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-04 07:32:21"
"573","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0047.JPG","22_18_WF_0047.JPG","767 kB","BTC5HDP",2018-12-04 07:32:24,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 07:32:24"
"574","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0048.JPG","22_18_WF_0048.JPG","768 kB","BTC5HDP",2018-12-04 07:32:26,"2000x1111","42.0 mm","15-Jan",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 07:32:26"
"575","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0049.JPG","22_18_WF_0049.JPG","838 kB","BTC5HDP",2018-12-04 08:19:52,"2000x1111","42.0 mm","Jan-41",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 08:19:52"
"576","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0050.JPG","22_18_WF_0050.JPG","814 kB","BTC5HDP",2018-12-04 08:19:54,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 08:19:54"
"577","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0051.JPG","22_18_WF_0051.JPG","819 kB","BTC5HDP",2018-12-04 08:19:56,"2000x1111","42.0 mm","Jan-40",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 08:19:56"
"578","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0028.JPG","23_03_SH_0028.JPG","807 kB","BTC5HDP",2018-12-04 13:33:01,"2000x1111","42.0 mm","1/140",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 13:33:01"
"579","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0029.JPG","23_03_SH_0029.JPG","808 kB","BTC5HDP",2018-12-04 13:33:03,"2000x1111","42.0 mm","1/140",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 13:33:03"
"580","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/23_03_SH_0030.JPG","23_03_SH_0030.JPG","878 kB","BTC5HDP",2018-12-04 13:33:05,"2000x1111","42.0 mm","1/140",2.4,100,"Unknown (288)","Auto, Did not fire","2018-12-04 13:33:05"
"581","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000004.JPG","15_14_DEG_000004.JPG","878 kB","",2018-12-04 18:54:45,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:54:45"
"582","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000005.JPG","15_14_DEG_000005.JPG","875 kB","",2018-12-04 18:54:46,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:54:46"
"583","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000006.JPG","15_14_DEG_000006.JPG","876 kB","",2018-12-04 18:54:46,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:54:46"
"584","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000007.JPG","15_14_DEG_000007.JPG","815 kB","",2018-12-04 18:57:26,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:57:26"
"585","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000008.JPG","15_14_DEG_000008.JPG","813 kB","",2018-12-04 18:57:27,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:57:27"
"586","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000009.JPG","15_14_DEG_000009.JPG","811 kB","",2018-12-04 18:57:27,"2000x1500","","0",2.8,100,"","No Flash","2018-12-04 18:57:27"
"587","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0043.JPG","33_01_WF_0043.JPG","872 kB","BTC5HDP",2018-12-04 19:24:31,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:24:31"
"588","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0044.JPG","33_01_WF_0044.JPG","862 kB","BTC5HDP",2018-12-04 19:24:33,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:24:33"
"589","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0045.JPG","33_01_WF_0045.JPG","786 kB","BTC5HDP",2018-12-04 19:24:35,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:24:35"
"590","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0046.JPG","33_01_WF_0046.JPG","837 kB","BTC5HDP",2018-12-04 19:27:35,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:27:35"
"591","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0047.JPG","33_01_WF_0047.JPG","813 kB","BTC5HDP",2018-12-04 19:27:37,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:27:37"
"592","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0048.JPG","33_01_WF_0048.JPG","830 kB","BTC5HDP",2018-12-04 19:27:39,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:27:39"
"593","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0049.JPG","33_01_WF_0049.JPG","689 kB","BTC5HDP",2018-12-04 19:31:19,"2000x1111","42.0 mm","Jan-76",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:31:19"
"594","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0050.JPG","33_01_WF_0050.JPG","813 kB","BTC5HDP",2018-12-04 19:31:21,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:31:21"
"595","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0051.JPG","33_01_WF_0051.JPG","820 kB","BTC5HDP",2018-12-04 19:31:23,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-04 19:31:23"
"596","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0082.JPG","24_04_BC_0082.JPG","811 kB","BTC5HDP",2018-12-05 01:24:34,"2000x1111","42.0 mm","20-Jan",2.4,1600,"Unknown (288)","Auto, Fired","2018-12-05 01:24:34"
"597","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0083.JPG","24_04_BC_0083.JPG","759 kB","BTC5HDP",2018-12-05 01:24:37,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-05 01:24:37"
"598","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0084.JPG","24_04_BC_0084.JPG","749 kB","BTC5HDP",2018-12-05 01:24:39,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-05 01:24:39"
"599","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0085.JPG","24_04_BC_0085.JPG","727 kB","BTC5HDP",2018-12-05 01:26:40,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-05 01:26:40"
"600","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0086.JPG","24_04_BC_0086.JPG","736 kB","BTC5HDP",2018-12-05 01:26:43,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-05 01:26:43"
"601","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0087.JPG","24_04_BC_0087.JPG","735 kB","BTC5HDP",2018-12-05 01:26:44,"2000x1111","42.0 mm","20-Jan",2.4,400,"Unknown (288)","Auto, Fired","2018-12-05 01:26:44"
"602","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0052.JPG","33_01_WF_0052.JPG","861 kB","BTC5HDP",2018-12-05 06:30:46,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-05 06:30:46"
"603","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0053.JPG","33_01_WF_0053.JPG","862 kB","BTC5HDP",2018-12-05 06:30:48,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-05 06:30:48"
"604","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/33_01_WF_0054.JPG","33_01_WF_0054.JPG","821 kB","BTC5HDP",2018-12-05 06:30:50,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-05 06:30:50"
"605","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0052.JPG","22_18_WF_0052.JPG","865 kB","BTC5HDP",2018-12-05 06:58:31,"2000x1111","42.0 mm","20-Jan",2.4,200,"Unknown (288)","Auto, Fired","2018-12-05 06:58:31"
"606","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0053.JPG","22_18_WF_0053.JPG","864 kB","BTC5HDP",2018-12-05 06:58:33,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-05 06:58:33"
"607","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/22_18_WF_0054.JPG","22_18_WF_0054.JPG","850 kB","BTC5HDP",2018-12-05 06:58:36,"2000x1111","42.0 mm","20-Jan",2.4,100,"Unknown (288)","Auto, Fired","2018-12-05 06:58:36"
"608","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0088.JPG","24_04_BC_0088.JPG","814 kB","BTC5HDP",2018-12-05 07:21:35,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-05 07:21:35"
"609","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0089.JPG","24_04_BC_0089.JPG","855 kB","BTC5HDP",2018-12-05 07:21:37,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-05 07:21:37"
"610","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/24_04_BC_0090.JPG","24_04_BC_0090.JPG","868 kB","BTC5HDP",2018-12-05 07:21:39,"2000x1111","42.0 mm","15-Jan",2.4,200,"Unknown (288)","Auto, Did not fire","2018-12-05 07:21:39"
"611","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000010.JPG","15_14_DEG_000010.JPG","869 kB","",2018-12-05 13:37:12,"2000x1500","","0",2.8,100,"","No Flash","2018-12-05 13:37:12"
"612","/Volumes/NoCoWild/UseTheseOnes 2019/Round 1/All/15_14_DEG_000011.JPG","15_14_DEG_000011.JPG","867 kB","",2018-12-05 13:37:12,"2000x1500","","0",2.8,100,"","No Flash","2018-12-05 13:37:12"
