"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Event"
"4781","./22_31_WF_0012.JPG","22_31_WF_0012.JPG","703 kB","BTC5HDP",2019-02-03 16:32:05,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",18
"4824","./22_31_WF_0013.JPG","22_31_WF_0013.JPG","706 kB","BTC5HDP",2019-02-03 16:34:30,"2000x1111","42.0 mm","1/73",2.4,100,"Unknown (288)","Auto, Did not fire",19
"4867","./22_31_WF_0014.JPG","22_31_WF_0014.JPG","707 kB","BTC5HDP",2019-02-03 16:34:32,"2000x1111","42.0 mm","1/73",2.4,100,"Unknown (288)","Auto, Did not fire",19
"4908","./22_31_WF_0015.JPG","22_31_WF_0015.JPG","704 kB","BTC5HDP",2019-02-03 16:34:34,"2000x1111","42.0 mm","1/73",2.4,100,"Unknown (288)","Auto, Did not fire",19
"4952","./22_31_WF_0016.JPG","22_31_WF_0016.JPG","698 kB","BTC5HDP",2019-02-03 16:37:29,"2000x1111","42.0 mm","1/95",2.4,100,"Unknown (288)","Auto, Did not fire",20
"4994","./22_31_WF_0017.JPG","22_31_WF_0017.JPG","697 kB","BTC5HDP",2019-02-03 16:37:31,"2000x1111","42.0 mm","1/95",2.4,100,"Unknown (288)","Auto, Did not fire",20
"5035","./22_31_WF_0018.JPG","22_31_WF_0018.JPG","697 kB","BTC5HDP",2019-02-03 16:37:33,"2000x1111","42.0 mm","1/95",2.4,100,"Unknown (288)","Auto, Did not fire",20
"4888","./04_36_WF_000004.JPG","04_36_WF_000004.JPG","786 kB","",2019-02-03 23:43:07,"2000x1500","","0",2.8,100,"","No Flash",21
"5058","./04_36_WF_000005.JPG","04_36_WF_000005.JPG","785 kB","",2019-02-03 23:43:08,"2000x1500","","0",2.8,100,"","No Flash",21
"5226","./04_36_WF_000006.JPG","04_36_WF_000006.JPG","779 kB","",2019-02-03 23:43:08,"2000x1500","","0",2.8,100,"","No Flash",21
"5397","./04_36_WF_000007.JPG","04_36_WF_000007.JPG","171 kB","",2019-02-04 01:54:15,"2000x1500","","0",2.8,100,"","No Flash",22
"5567","./04_36_WF_000008.JPG","04_36_WF_000008.JPG","848 kB","",2019-02-04 01:54:15,"2000x1500","","0",2.8,100,"","No Flash",22
"5651","./04_36_WF_000009.JPG","04_36_WF_000009.JPG","843 kB","",2019-02-04 01:54:16,"2000x1500","","0",2.8,100,"","No Flash",22
"5079","./22_31_WF_0019.JPG","22_31_WF_0019.JPG","725 kB","BTC5HDP",2019-02-04 08:19:30,"2000x1111","42.0 mm","1/64",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5122","./22_31_WF_0020.JPG","22_31_WF_0020.JPG","723 kB","BTC5HDP",2019-02-04 08:19:31,"2000x1111","42.0 mm","1/64",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5162","./22_31_WF_0021.JPG","22_31_WF_0021.JPG","725 kB","BTC5HDP",2019-02-04 08:19:33,"2000x1111","42.0 mm","1/64",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5206","./22_31_WF_0022.JPG","22_31_WF_0022.JPG","724 kB","BTC5HDP",2019-02-04 08:20:33,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5249","./22_31_WF_0023.JPG","22_31_WF_0023.JPG","725 kB","BTC5HDP",2019-02-04 08:20:35,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5290","./22_31_WF_0024.JPG","22_31_WF_0024.JPG","726 kB","BTC5HDP",2019-02-04 08:20:37,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",23
"5734","./04_36_WF_000010.JPG","04_36_WF_000010.JPG","795 kB","",2019-02-04 18:11:19,"2000x1500","","0",2.8,100,"","No Flash",24
"5820","./04_36_WF_000011.JPG","04_36_WF_000011.JPG","794 kB","",2019-02-04 18:11:19,"2000x1500","","0",2.8,100,"","No Flash",24
"5904","./04_36_WF_000012.JPG","04_36_WF_000012.JPG","794 kB","",2019-02-04 18:11:20,"2000x1500","","0",2.8,100,"","No Flash",24
"5987","./04_36_WF_000013.JPG","04_36_WF_000013.JPG","825 kB","",2019-02-04 23:28:31,"2000x1500","","0",2.8,100,"","No Flash",25
"6073","./04_36_WF_000014.JPG","04_36_WF_000014.JPG","825 kB","",2019-02-04 23:28:32,"2000x1500","","0",2.8,100,"","No Flash",25
"6157","./04_36_WF_000015.JPG","04_36_WF_000015.JPG","825 kB","",2019-02-04 23:28:32,"2000x1500","","0",2.8,100,"","No Flash",25
"6240","./04_36_WF_000016.JPG","04_36_WF_000016.JPG","819 kB","",2019-02-05 01:38:33,"2000x1500","","0",2.8,100,"","No Flash",26
"6326","./04_36_WF_000017.JPG","04_36_WF_000017.JPG","817 kB","",2019-02-05 01:38:34,"2000x1500","","0",2.8,100,"","No Flash",26
"6410","./04_36_WF_000018.JPG","04_36_WF_000018.JPG","817 kB","",2019-02-05 01:38:34,"2000x1500","","0",2.8,100,"","No Flash",26
"5099","./33_32_WF_0010.JPG","33_32_WF_0010.JPG","786 kB","BTC5HDP",2019-02-05 14:49:29,"2000x1111","42.0 mm","1/362",2.4,100,"Unknown (288)","Auto, Did not fire",27
"5185","./33_32_WF_0011.JPG","33_32_WF_0011.JPG","787 kB","BTC5HDP",2019-02-05 14:49:31,"2000x1111","42.0 mm","1/362",2.4,100,"Unknown (288)","Auto, Did not fire",27
"5270","./33_32_WF_0012.JPG","33_32_WF_0012.JPG","787 kB","BTC5HDP",2019-02-05 14:49:33,"2000x1111","42.0 mm","1/362",2.4,100,"Unknown (288)","Auto, Did not fire",27
"5333","./22_31_WF_0025.JPG","22_31_WF_0025.JPG","872 kB","BTC5HDP",2019-02-05 15:29:10,"2000x1111","42.0 mm","1/304",2.4,100,"Unknown (288)","Auto, Did not fire",28
"5376","./22_31_WF_0026.JPG","22_31_WF_0026.JPG","876 kB","BTC5HDP",2019-02-05 15:29:12,"2000x1111","42.0 mm","1/304",2.4,100,"Unknown (288)","Auto, Did not fire",28
"5417","./22_31_WF_0027.JPG","22_31_WF_0027.JPG","783 kB","BTC5HDP",2019-02-05 15:29:14,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire",28
"5461","./22_31_WF_0028.JPG","22_31_WF_0028.JPG","832 kB","BTC5HDP",2019-02-06 00:26:16,"2000x1111","42.0 mm","1/20",2.4,1600,"Unknown (288)","Auto, Fired",29
"5503","./22_31_WF_0029.JPG","22_31_WF_0029.JPG","761 kB","BTC5HDP",2019-02-06 00:26:18,"2000x1111","42.0 mm","1/24",2.4,100,"Unknown (288)","Auto, Fired",29
"5544","./22_31_WF_0030.JPG","22_31_WF_0030.JPG","752 kB","BTC5HDP",2019-02-06 00:26:20,"2000x1111","42.0 mm","1/29",2.4,100,"Unknown (288)","Auto, Fired",29
"5588","./22_31_WF_0031.JPG","22_31_WF_0031.JPG","816 kB","BTC5HDP",2019-02-06 05:24:30,"2000x1111","42.0 mm","1/20",2.4,100,"Unknown (288)","Auto, Fired",30
"5630","./22_31_WF_0032.JPG","22_31_WF_0032.JPG","772 kB","BTC5HDP",2019-02-06 05:24:32,"2000x1111","42.0 mm","1/40",2.4,100,"Unknown (288)","Auto, Fired",30
"5671","./22_31_WF_0033.JPG","22_31_WF_0033.JPG","467 kB","BTC5HDP",2019-02-06 05:24:34,"2000x1111","42.0 mm","1/45",2.4,100,"Unknown (288)","Auto, Did not fire",30
"5714","./22_31_WF_0034.JPG","22_31_WF_0034.JPG","650 kB","BTC5HDP",2019-02-06 05:30:18,"2000x1111","42.0 mm","1/240",2.4,100,"Unknown (288)","Auto, Fired",31
"5757","./22_31_WF_0035.JPG","22_31_WF_0035.JPG","754 kB","BTC5HDP",2019-02-06 05:30:20,"2000x1111","42.0 mm","1/29",2.4,100,"Unknown (288)","Auto, Fired",31
"5797","./22_31_WF_0036.JPG","22_31_WF_0036.JPG","455 kB","BTC5HDP",2019-02-06 05:30:22,"2000x1111","42.0 mm","1/23",2.4,100,"Unknown (288)","Auto, Did not fire",31
"4223","./31_41_WHIP_0010.JPG","31_41_WHIP_0010.JPG","739 kB","BTC5HDP",2019-02-06 10:27:53,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",32
"4262","./31_41_WHIP_0011.JPG","31_41_WHIP_0011.JPG","738 kB","BTC5HDP",2019-02-06 10:27:55,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",32
"4283","./31_41_WHIP_0012.JPG","31_41_WHIP_0012.JPG","738 kB","BTC5HDP",2019-02-06 10:27:57,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",32
"6493","./04_36_WF_000019.JPG","04_36_WF_000019.JPG","780 kB","",2019-02-06 11:12:19,"2000x1500","","0",2.8,100,"","No Flash",33
"6531","./04_36_WF_000020.JPG","04_36_WF_000020.JPG","774 kB","",2019-02-06 11:12:20,"2000x1500","","0",2.8,100,"","No Flash",33
"6551","./04_36_WF_000021.JPG","04_36_WF_000021.JPG","772 kB","",2019-02-06 11:12:21,"2000x1500","","0",2.8,100,"","No Flash",33
"5841","./22_31_WF_0037.JPG","22_31_WF_0037.JPG","717 kB","BTC5HDP",2019-02-06 12:27:03,"2000x1111","42.0 mm","1/636",2.4,100,"Unknown (288)","Auto, Did not fire",34
"5883","./22_31_WF_0038.JPG","22_31_WF_0038.JPG","718 kB","BTC5HDP",2019-02-06 12:27:05,"2000x1111","42.0 mm","1/636",2.4,100,"Unknown (288)","Auto, Did not fire",34
"5924","./22_31_WF_0039.JPG","22_31_WF_0039.JPG","712 kB","BTC5HDP",2019-02-06 12:27:07,"2000x1111","42.0 mm","1/636",2.4,100,"Unknown (288)","Auto, Did not fire",34
"5967","./22_31_WF_0040.JPG","22_31_WF_0040.JPG","720 kB","BTC5HDP",2019-02-06 12:28:07,"2000x1111","42.0 mm","1/609",2.4,100,"Unknown (288)","Auto, Did not fire",34
"6010","./22_31_WF_0041.JPG","22_31_WF_0041.JPG","719 kB","BTC5HDP",2019-02-06 12:28:09,"2000x1111","42.0 mm","1/609",2.4,100,"Unknown (288)","Auto, Did not fire",34
"6050","./22_31_WF_0042.JPG","22_31_WF_0042.JPG","713 kB","BTC5HDP",2019-02-06 12:28:11,"2000x1111","42.0 mm","1/609",2.4,100,"Unknown (288)","Auto, Did not fire",34
"6094","./22_31_WF_0043.JPG","22_31_WF_0043.JPG","704 kB","BTC5HDP",2019-02-06 13:38:19,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",35
"6136","./22_31_WF_0044.JPG","22_31_WF_0044.JPG","717 kB","BTC5HDP",2019-02-06 13:38:21,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",35
"6177","./22_31_WF_0045.JPG","22_31_WF_0045.JPG","718 kB","BTC5HDP",2019-02-06 13:38:23,"2000x1111","42.0 mm","1/756",2.4,100,"Unknown (288)","Auto, Did not fire",35
"6220","./22_31_WF_0046.JPG","22_31_WF_0046.JPG","711 kB","BTC5HDP",2019-02-06 13:39:30,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",36
"6263","./22_31_WF_0047.JPG","22_31_WF_0047.JPG","710 kB","BTC5HDP",2019-02-06 13:39:31,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",36
"6303","./22_31_WF_0048.JPG","22_31_WF_0048.JPG","714 kB","BTC5HDP",2019-02-06 13:39:33,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",36
"6570","./04_36_WF_000022.JPG","04_36_WF_000022.JPG","790 kB","",2019-02-06 13:46:38,"2000x1500","","0",2.8,100,"","No Flash",37
"6592","./04_36_WF_000023.JPG","04_36_WF_000023.JPG","790 kB","",2019-02-06 13:46:38,"2000x1500","","0",2.8,100,"","No Flash",37
"6612","./04_36_WF_000024.JPG","04_36_WF_000024.JPG","788 kB","",2019-02-06 13:46:39,"2000x1500","","0",2.8,100,"","No Flash",37
"6631","./04_36_WF_000025.JPG","04_36_WF_000025.JPG","782 kB","",2019-02-06 13:49:15,"2000x1500","","0",2.8,100,"","No Flash",38
"6653","./04_36_WF_000026.JPG","04_36_WF_000026.JPG","780 kB","",2019-02-06 13:49:16,"2000x1500","","0",2.8,100,"","No Flash",38
"6673","./04_36_WF_000027.JPG","04_36_WF_000027.JPG","779 kB","",2019-02-06 13:49:16,"2000x1500","","0",2.8,100,"","No Flash",38
"6692","./04_36_WF_000028.JPG","04_36_WF_000028.JPG","781 kB","",2019-02-06 13:51:01,"2000x1500","","0",2.8,100,"","No Flash",39
"6714","./04_36_WF_000029.JPG","04_36_WF_000029.JPG","781 kB","",2019-02-06 13:51:01,"2000x1500","","0",2.8,100,"","No Flash",39
"6734","./04_36_WF_000030.JPG","04_36_WF_000030.JPG","782 kB","",2019-02-06 13:51:02,"2000x1500","","0",2.8,100,"","No Flash",39
"6753","./04_36_WF_000031.JPG","04_36_WF_000031.JPG","792 kB","",2019-02-06 13:55:53,"2000x1500","","0",2.8,100,"","No Flash",40
"6775","./04_36_WF_000032.JPG","04_36_WF_000032.JPG","790 kB","",2019-02-06 13:55:53,"2000x1500","","0",2.8,100,"","No Flash",40
"6795","./04_36_WF_000033.JPG","04_36_WF_000033.JPG","790 kB","",2019-02-06 13:55:54,"2000x1500","","0",2.8,100,"","No Flash",40
"6347","./22_31_WF_0049.JPG","22_31_WF_0049.JPG","712 kB","BTC5HDP",2019-02-06 14:19:34,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire",41
"6389","./22_31_WF_0050.JPG","22_31_WF_0050.JPG","715 kB","BTC5HDP",2019-02-06 14:19:36,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire",41
"6430","./22_31_WF_0051.JPG","22_31_WF_0051.JPG","717 kB","BTC5HDP",2019-02-06 14:19:38,"2000x1111","42.0 mm","1/318",2.4,100,"Unknown (288)","Auto, Did not fire",41
"4442","./02_42_WHIP_000010.JPG","02_42_WHIP_000010.JPG","878 kB","",2019-02-06 20:53:39,"2000x1500","","0",2.8,100,"","No Flash",42
"4485","./02_42_WHIP_000011.JPG","02_42_WHIP_000011.JPG","871 kB","",2019-02-06 20:54:00,"2000x1500","","0",2.8,100,"","No Flash",42
"4526","./02_42_WHIP_000012.JPG","02_42_WHIP_000012.JPG","871 kB","",2019-02-06 20:54:01,"2000x1500","","0",2.8,100,"","No Flash",42
"6473","./22_31_WF_0052.JPG","22_31_WF_0052.JPG","876 kB","BTC5HDP",2019-02-07 07:38:06,"2000x1111","42.0 mm","1/56",2.4,100,"Unknown (288)","Auto, Did not fire",43
"6516","./22_31_WF_0053.JPG","22_31_WF_0053.JPG","875 kB","BTC5HDP",2019-02-07 07:38:08,"2000x1111","42.0 mm","1/56",2.4,100,"Unknown (288)","Auto, Did not fire",43
"6524","./22_31_WF_0054.JPG","22_31_WF_0054.JPG","873 kB","BTC5HDP",2019-02-07 07:38:10,"2000x1111","42.0 mm","1/56",2.4,100,"Unknown (288)","Auto, Did not fire",43
"6536","./22_31_WF_0055.JPG","22_31_WF_0055.JPG","688 kB","BTC5HDP",2019-02-07 11:12:14,"2000x1111","42.0 mm","1/1024",2.4,100,"Unknown (288)","Auto, Did not fire",44
"6546","./22_31_WF_0056.JPG","22_31_WF_0056.JPG","683 kB","BTC5HDP",2019-02-07 11:12:16,"2000x1111","42.0 mm","1/1024",2.4,100,"Unknown (288)","Auto, Did not fire",44
"6555","./22_31_WF_0057.JPG","22_31_WF_0057.JPG","683 kB","BTC5HDP",2019-02-07 11:12:18,"2000x1111","42.0 mm","1/1024",2.4,100,"Unknown (288)","Auto, Did not fire",44
"6566","./22_31_WF_0058.JPG","22_31_WF_0058.JPG","684 kB","BTC5HDP",2019-02-07 11:59:02,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",45
"6577","./22_31_WF_0059.JPG","22_31_WF_0059.JPG","681 kB","BTC5HDP",2019-02-07 11:59:04,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",45
"6585","./22_31_WF_0060.JPG","22_31_WF_0060.JPG","878 kB","BTC5HDP",2019-02-07 11:59:06,"2000x1111","42.0 mm","1/724",2.4,100,"Unknown (288)","Auto, Did not fire",45
"6597","./22_31_WF_0061.JPG","22_31_WF_0061.JPG","680 kB","BTC5HDP",2019-02-07 12:00:07,"2000x1111","42.0 mm","1/756",2.4,100,"Unknown (288)","Auto, Did not fire",46
"6607","./22_31_WF_0062.JPG","22_31_WF_0062.JPG","680 kB","BTC5HDP",2019-02-07 12:00:09,"2000x1111","42.0 mm","1/756",2.4,100,"Unknown (288)","Auto, Did not fire",46
