SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
./10_01_SH_000001.JPG,10_01_SH_000001.JPG,864 kB,,2019:05:10 10:27:06,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000002.JPG,10_01_SH_000002.JPG,864 kB,,2019:05:10 10:27:07,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000003.JPG,10_01_SH_000003.JPG,863 kB,,2019:05:10 10:27:07,2000x1500,,0,2.8,100,,No Flash
./23_32_SH_0001.JPG,23_32_SH_0001.JPG,799 kB,BTC5HDP,2019:05:11 00:52:25,2000x1111,42.0 mm,20-Jan,2.4,100,Unknown (288),"Auto, Fired"
./23_32_SH_0002.JPG,23_32_SH_0002.JPG,856 kB,BTC5HDP,2019:05:11 00:52:27,2000x1111,42.0 mm,21-Jan,2.4,100,Unknown (288),"Auto, Fired"
./23_32_SH_0003.JPG,23_32_SH_0003.JPG,842 kB,BTC5HDP,2019:05:11 00:52:29,2000x1111,42.0 mm,27-Jan,2.4,100,Unknown (288),"Auto, Fired"
./25_38_SH_0001.JPG,25_38_SH_0001.JPG,813 kB,BTC5HDP,2019:05:11 02:21:20,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired"
./25_38_SH_0002.JPG,25_38_SH_0002.JPG,839 kB,BTC5HDP,2019:05:11 02:21:22,2000x1111,42.0 mm,24-Jan,2.4,100,Unknown (288),"Auto, Fired"
./25_38_SH_0003.JPG,25_38_SH_0003.JPG,825 kB,BTC5HDP,2019:05:11 02:21:24,2000x1111,42.0 mm,27-Jan,2.4,100,Unknown (288),"Auto, Fired"
./10_01_SH_000004.JPG,10_01_SH_000004.JPG,838 kB,,2019:05:11 04:38:31,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000005.JPG,10_01_SH_000005.JPG,836 kB,,2019:05:11 04:38:32,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000006.JPG,10_01_SH_000006.JPG,836 kB,,2019:05:11 04:38:32,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000007.JPG,10_01_SH_000007.JPG,872 kB,,2019:05:11 08:19:17,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000008.JPG,10_01_SH_000008.JPG,871 kB,,2019:05:11 08:19:18,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000009.JPG,10_01_SH_000009.JPG,869 kB,,2019:05:11 08:19:18,2000x1500,,0,2.8,100,,No Flash
./25_38_SH_0004.JPG,25_38_SH_0004.JPG,851 kB,BTC5HDP,2019:05:11 08:50:07,2000x1111,42.0 mm,1/152,2.4,100,Unknown (288),"Auto, Did not fire"
./25_38_SH_0005.JPG,25_38_SH_0005.JPG,851 kB,BTC5HDP,2019:05:11 08:50:09,2000x1111,42.0 mm,1/152,2.4,100,Unknown (288),"Auto, Did not fire"
./25_38_SH_0006.JPG,25_38_SH_0006.JPG,850 kB,BTC5HDP,2019:05:11 08:50:11,2000x1111,42.0 mm,1/159,2.4,100,Unknown (288),"Auto, Did not fire"
./10_01_SH_000010.JPG,10_01_SH_000010.JPG,762 kB,,2019:05:11 11:34:50,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000011.JPG,10_01_SH_000011.JPG,762 kB,,2019:05:11 11:34:51,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000012.JPG,10_01_SH_000012.JPG,762 kB,,2019:05:11 11:34:51,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000013.JPG,10_01_SH_000013.JPG,846 kB,,2019:05:11 11:44:22,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000014.JPG,10_01_SH_000014.JPG,842 kB,,2019:05:11 11:44:23,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000015.JPG,10_01_SH_000015.JPG,838 kB,,2019:05:11 11:44:23,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000016.JPG,10_01_SH_000016.JPG,786 kB,,2019:05:11 12:05:38,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000017.JPG,10_01_SH_000017.JPG,786 kB,,2019:05:11 12:05:38,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000018.JPG,10_01_SH_000018.JPG,785 kB,,2019:05:11 12:05:39,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000019.JPG,10_01_SH_000019.JPG,828 kB,,2019:05:11 12:22:52,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000020.JPG,10_01_SH_000020.JPG,828 kB,,2019:05:11 12:22:53,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000021.JPG,10_01_SH_000021.JPG,829 kB,,2019:05:11 12:22:53,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000022.JPG,10_01_SH_000022.JPG,820 kB,,2019:05:11 12:31:12,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000023.JPG,10_01_SH_000023.JPG,819 kB,,2019:05:11 12:31:13,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000024.JPG,10_01_SH_000024.JPG,819 kB,,2019:05:11 12:31:13,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000025.JPG,10_01_SH_000025.JPG,832 kB,,2019:05:11 12:34:15,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000026.JPG,10_01_SH_000026.JPG,832 kB,,2019:05:11 12:34:15,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000027.JPG,10_01_SH_000027.JPG,830 kB,,2019:05:11 12:34:16,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000028.JPG,10_01_SH_000028.JPG,842 kB,,2019:05:11 12:46:48,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000029.JPG,10_01_SH_000029.JPG,842 kB,,2019:05:11 12:46:48,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000030.JPG,10_01_SH_000030.JPG,844 kB,,2019:05:11 12:46:49,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000031.JPG,10_01_SH_000031.JPG,812 kB,,2019:05:11 13:11:42,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000032.JPG,10_01_SH_000032.JPG,810 kB,,2019:05:11 13:11:42,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000033.JPG,10_01_SH_000033.JPG,810 kB,,2019:05:11 13:11:43,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000034.JPG,10_01_SH_000034.JPG,826 kB,,2019:05:11 13:14:06,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000035.JPG,10_01_SH_000035.JPG,821 kB,,2019:05:11 13:14:07,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000036.JPG,10_01_SH_000036.JPG,820 kB,,2019:05:11 13:14:07,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000037.JPG,10_01_SH_000037.JPG,863 kB,,2019:05:11 13:16:01,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000038.JPG,10_01_SH_000038.JPG,862 kB,,2019:05:11 13:16:01,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000039.JPG,10_01_SH_000039.JPG,865 kB,,2019:05:11 13:16:02,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000040.JPG,10_01_SH_000040.JPG,856 kB,,2019:05:11 13:20:38,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000041.JPG,10_01_SH_000041.JPG,856 kB,,2019:05:11 13:20:38,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000042.JPG,10_01_SH_000042.JPG,856 kB,,2019:05:11 13:20:39,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000043.JPG,10_01_SH_000043.JPG,819 kB,,2019:05:11 13:22:36,2000x1500,,0,2.8,100,,No Flash
./10_01_SH_000044.JPG,10_01_SH_000044.JPG,817 kB,,2019:05:11 13:22:36,2000x1500,,0,2.8,100,,No Flash
