Sampling.Unit.Name,Event,td.photo,ndays,Start.Date,End.Date,bin,Photo.Date,Photo.Time,Sampling.Event
17_24_BC,17_24_BC_000214.JPG,1/4/19 8:03,109,11/15/18,3/4/19,SQUIRRELGRAY,1/4/19,3:03:30,2019.01
17_24_BC,17_24_BC_000217.JPG,1/5/19 8:17,109,11/15/18,3/4/19,DEERWHITETAILED,1/5/19,3:17:01,2019.01
17_24_BC,17_24_BC_000220.JPG,1/5/19 9:21,109,11/15/18,3/4/19,DEERWHITETAILED,1/5/19,4:21:16,2019.01
17_24_BC,17_24_BC_000223.JPG,1/5/19 12:20,109,11/15/18,3/4/19,SQUIRRELGRAY,1/5/19,7:20:07,2019.01
17_24_BC,17_24_BC_000226.JPG,1/6/19 10:42,109,11/15/18,3/4/19,DEERWHITETAILED,1/6/19,5:42:14,2019.01
17_24_BC,17_24_BC_000229.JPG,1/6/19 10:43,109,11/15/18,3/4/19,NOTHINGHERE,1/6/19,5:43:51,2019.01
17_24_BC,17_24_BC_000232.JPG,1/6/19 21:19,109,11/15/18,3/4/19,DEERWHITETAILED,1/6/19,16:19:08,2019.01
17_24_BC,17_24_BC_000235.JPG,1/14/19 7:39,109,11/15/18,3/4/19,SOMETHINGHERE,1/14/19,2:39:06,2019.01
17_24_BC,17_24_BC_000238.JPG,1/15/19 20:42,109,11/15/18,3/4/19,DEERWHITETAILED,1/15/19,15:42:01,2019.01
17_24_BC,17_24_BC_000241.JPG,1/18/19 13:37,109,11/15/18,3/4/19,DEERWHITETAILED,1/18/19,8:37:33,2019.01
17_24_BC,17_24_BC_000244.JPG,1/27/19 22:30,109,11/15/18,3/4/19,DEERWHITETAILED,1/27/19,17:30:24,2019.01
17_24_BC,17_24_BC_000247.JPG,2/7/19 5:41,109,11/15/18,3/4/19,NOTHINGHERE,2/7/19,0:41:39,2019.01
17_24_BC,17_24_BC_000250.JPG,2/9/19 12:43,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:43:13,2019.01
17_24_BC,17_24_BC_000253.JPG,2/9/19 12:45,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:45:21,2019.01
17_24_BC,17_24_BC_000256.JPG,2/9/19 12:47,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:47:16,2019.01
17_24_BC,17_24_BC_000259.JPG,2/9/19 12:49,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:49:10,2019.01
17_24_BC,17_24_BC_000262.JPG,2/9/19 12:50,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:50:48,2019.01
17_24_BC,17_24_BC_000265.JPG,2/9/19 12:53,109,11/15/18,3/4/19,SQUIRRELGRAY,2/9/19,7:53:33,2019.01
17_24_BC,17_24_BC_000268.JPG,2/9/19 16:01,109,11/15/18,3/4/19,SQUIRRELRED,2/9/19,11:01:07,2019.01
17_24_BC,17_24_BC_000271.JPG,3/2/19 14:04,109,11/15/18,3/4/19,SQUIRRELGRAY,3/2/19,9:04:52,2019.01
18_16_WHIP,18_16_WHIP_000001.JPG,12/7/18 22:56,49,12/6/18,1/24/19,NOTHINGHERE,12/7/18,17:56:50,2019.01
18_16_WHIP,18_16_WHIP_000004.JPG,12/15/18 1:30,49,12/6/18,1/24/19,FISHER,12/15/18,20:30:22,2019.01
18_16_WHIP,18_16_WHIP_000007.JPG,12/15/18 18:39,49,12/6/18,1/24/19,RACCOON,12/15/18,13:39:26,2019.01
18_16_WHIP,18_16_WHIP_000010.JPG,12/15/18 20:15,49,12/6/18,1/24/19,RACCOON,12/15/18,15:15:36,2019.01
18_16_WHIP,18_16_WHIP_000013.JPG,12/15/18 20:17,49,12/6/18,1/24/19,RACCOON,12/15/18,15:17:40,2019.01
18_16_WHIP,18_16_WHIP_000016.JPG,12/21/18 0:44,49,12/6/18,1/24/19,DEERWHITETAILED,12/21/18,19:44:10,2019.01
18_16_WHIP,18_16_WHIP_000019.JPG,12/21/18 0:50,49,12/6/18,1/24/19,DEERWHITETAILED,12/21/18,19:50:10,2019.01
18_16_WHIP,18_16_WHIP_000022.JPG,12/23/18 15:57,49,12/6/18,1/24/19,DEERWHITETAILED,12/23/18,10:57:01,2019.01
18_16_WHIP,18_16_WHIP_000025.JPG,12/25/18 13:42,49,12/6/18,1/24/19,DEERWHITETAILED,12/25/18,8:42:11,2019.01
18_16_WHIP,18_16_WHIP_000028.JPG,12/26/18 16:41,49,12/6/18,1/24/19,DEERWHITETAILED,12/26/18,11:41:26,2019.01
18_16_WHIP,18_16_WHIP_000031.JPG,12/27/18 19:42,49,12/6/18,1/24/19,DEERWHITETAILED,12/27/18,14:42:43,2019.01
18_16_WHIP,18_16_WHIP_000034.JPG,12/27/18 19:45,49,12/6/18,1/24/19,DEERWHITETAILED,12/27/18,14:45:12,2019.01
18_16_WHIP,18_16_WHIP_000037.JPG,12/30/18 8:53,49,12/6/18,1/24/19,DEERWHITETAILED,12/30/18,3:53:31,2019.01
18_16_WHIP,18_16_WHIP_000040.JPG,12/31/18 1:16,49,12/6/18,1/24/19,FISHER,12/31/18,20:16:34,2019.01
18_16_WHIP,18_16_WHIP_000043.JPG,1/1/19 17:22,49,12/6/18,1/24/19,RACCOON,1/1/19,12:22:15,2019.01
18_16_WHIP,18_16_WHIP_000046.JPG,1/4/19 23:32,49,12/6/18,1/24/19,DEERWHITETAILED,1/4/19,18:32:35,2019.01
18_16_WHIP,18_16_WHIP_000049.JPG,1/4/19 23:35,49,12/6/18,1/24/19,DEERWHITETAILED,1/4/19,18:35:00,2019.01
18_16_WHIP,18_16_WHIP_000052.JPG,1/4/19 23:36,49,12/6/18,1/24/19,DEERWHITETAILED,1/4/19,18:36:37,2019.01
18_16_WHIP,18_16_WHIP_000055.JPG,1/7/19 12:21,49,12/6/18,1/24/19,COYOTE,1/7/19,7:21:03,2019.01
18_16_WHIP,18_16_WHIP_000058.JPG,1/9/19 19:15,49,12/6/18,1/24/19,DEERWHITETAILED,1/9/19,14:15:44,2019.01
18_16_WHIP,18_16_WHIP_000061.JPG,1/9/19 21:42,49,12/6/18,1/24/19,DEERWHITETAILED,1/9/19,16:42:50,2019.01
18_16_WHIP,18_16_WHIP_000064.JPG,1/24/19 14:30,49,12/6/18,1/24/19,NOTHINGHERE,1/24/19,9:30:44,2019.01
21_21_DON,21_21_DON__0027.JPG,1/11/19 12:29,94,11/26/18,2/28/19,NOTHINGHERE,1/11/19,7:29:51,2019.01
21_21_DON,21_21_DON_0001.JPG,11/26/18 14:10,94,11/26/18,2/28/19,HUMAN,11/26/18,9:10:10,2019.01
21_21_DON,21_21_DON_0003.JPG,11/29/18 19:02,94,11/26/18,2/28/19,FOXRED,11/29/18,14:02:54,2019.01
21_21_DON,21_21_DON_0006.JPG,12/4/18 5:30,94,11/26/18,2/28/19,NOTHINGHERE,12/4/18,0:30:48,2019.01
21_21_DON,21_21_DON_0009.JPG,12/20/18 0:44,94,11/26/18,2/28/19,SOMETHINGHERE,12/20/18,19:44:07,2019.01
21_21_DON,21_21_DON_0012.JPG,12/21/18 6:39,94,11/26/18,2/28/19,NOTHINGHERE,12/21/18,1:39:57,2019.01
21_21_DON,21_21_DON_0015.JPG,12/21/18 6:55,94,11/26/18,2/28/19,NOTHINGHERE,12/21/18,1:55:11,2019.01
21_21_DON,21_21_DON_0018.JPG,12/25/18 23:41,94,11/26/18,2/28/19,NOTHINGHERE,12/25/18,18:41:45,2019.01
21_21_DON,21_21_DON_0021.JPG,1/1/19 4:25,94,11/26/18,2/28/19,NOTHINGHERE,1/1/19,23:25:15,2019.01
21_21_DON,21_21_DON_0024.JPG,1/10/19 11:29,94,11/26/18,2/28/19,NOTHINGHERE,1/10/19,6:29:22,2019.01
21_21_DON,21_21_DON_0030.JPG,1/16/19 23:59,94,11/26/18,2/28/19,FOXRED,1/16/19,18:59:44,2019.01
21_21_DON,21_21_DON_0033.JPG,1/23/19 18:07,94,11/26/18,2/28/19,NOTHINGHERE,1/23/19,13:07:31,2019.01
21_21_DON,21_21_DON_0036.JPG,1/25/19 21:54,94,11/26/18,2/28/19,FOXRED,1/25/19,16:54:20,2019.01
21_21_DON,21_21_DON_0039.JPG,1/25/19 21:57,94,11/26/18,2/28/19,FOXRED,1/25/19,16:57:19,2019.01
21_21_DON,21_21_DON_0042.JPG,1/30/19 16:52,94,11/26/18,2/28/19,SQUIRRELGRAY,1/30/19,11:52:03,2019.01
21_21_DON,21_21_DON_0045.JPG,2/7/19 22:53,94,11/26/18,2/28/19,NOTHINGHERE,2/7/19,17:53:37,2019.01
21_21_DON,21_21_DON_0048.JPG,2/8/19 12:51,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,7:51:43,2019.01
21_21_DON,21_21_DON_0051.JPG,2/8/19 13:33,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,8:33:42,2019.01
21_21_DON,21_21_DON_0054.JPG,2/8/19 13:54,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,8:54:00,2019.01
21_21_DON,21_21_DON_0057.JPG,2/8/19 14:08,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,9:08:29,2019.01
21_21_DON,21_21_DON_0060.JPG,2/8/19 14:18,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,9:18:37,2019.01
21_21_DON,21_21_DON_0063.JPG,2/8/19 14:36,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,9:36:56,2019.01
21_21_DON,21_21_DON_0066.JPG,2/8/19 14:39,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,9:39:06,2019.01
21_21_DON,21_21_DON_0069.JPG,2/8/19 15:20,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,10:20:22,2019.01
21_21_DON,21_21_DON_0072.JPG,2/8/19 15:23,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,10:23:31,2019.01
21_21_DON,21_21_DON_0075.JPG,2/8/19 15:52,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,10:52:06,2019.01
21_21_DON,21_21_DON_0078.JPG,2/8/19 16:17,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,11:17:08,2019.01
21_21_DON,21_21_DON_0081.JPG,2/8/19 16:24,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,11:24:01,2019.01
21_21_DON,21_21_DON_0084.JPG,2/8/19 16:25,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,11:25:34,2019.01
21_21_DON,21_21_DON_0087.JPG,2/8/19 16:57,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,11:57:43,2019.01
21_21_DON,21_21_DON_0090.JPG,2/8/19 17:23,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,12:23:30,2019.01
21_21_DON,21_21_DON_0093.JPG,2/8/19 17:30,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,12:30:40,2019.01
21_21_DON,21_21_DON_0096.JPG,2/8/19 17:43,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,12:43:51,2019.01
21_21_DON,21_21_DON_0099.JPG,2/8/19 17:54,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,12:54:50,2019.01
21_21_DON,21_21_DON_0102.JPG,2/8/19 18:22,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,13:22:21,2019.01
21_21_DON,21_21_DON_0105.JPG,2/8/19 18:56,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,13:56:59,2019.01
21_21_DON,21_21_DON_0108.JPG,2/8/19 19:06,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,14:06:35,2019.01
21_21_DON,21_21_DON_0111.JPG,2/8/19 19:13,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,14:13:42,2019.01
21_21_DON,21_21_DON_0114.JPG,2/8/19 19:21,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,14:21:17,2019.01
21_21_DON,21_21_DON_0117.JPG,2/8/19 19:27,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,14:27:35,2019.01
21_21_DON,21_21_DON_0120.JPG,2/8/19 19:41,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,14:41:24,2019.01
21_21_DON,21_21_DON_0123.JPG,2/8/19 20:16,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:16:08,2019.01
21_21_DON,21_21_DON_0126.JPG,2/8/19 20:17,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:17:31,2019.01
21_21_DON,21_21_DON_0129.JPG,2/8/19 20:18,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:18:42,2019.01
21_21_DON,21_21_DON_0132.JPG,2/8/19 20:20,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:20:56,2019.01
21_21_DON,21_21_DON_0135.JPG,2/8/19 20:30,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:30:12,2019.01
21_21_DON,21_21_DON_0138.JPG,2/8/19 20:31,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:31:53,2019.01
21_21_DON,21_21_DON_0141.JPG,2/8/19 20:55,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,15:55:12,2019.01
21_21_DON,21_21_DON_0144.JPG,2/8/19 21:07,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:07:13,2019.01
21_21_DON,21_21_DON_0147.JPG,2/8/19 21:11,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:11:19,2019.01
21_21_DON,21_21_DON_0150.JPG,2/8/19 21:14,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:14:38,2019.01
21_21_DON,21_21_DON_0153.JPG,2/8/19 21:27,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:27:14,2019.01
21_21_DON,21_21_DON_0156.JPG,2/8/19 21:48,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:48:47,2019.01
21_21_DON,21_21_DON_0159.JPG,2/8/19 21:55,94,11/26/18,2/28/19,NOTHINGHERE,2/8/19,16:55:32,2019.01
21_21_DON,21_21_DON_0162.JPG,2/9/19 0:23,94,11/26/18,2/28/19,NOTHINGHERE,2/9/19,19:23:20,2019.01
21_21_DON,21_21_DON_0165.JPG,2/9/19 4:02,94,11/26/18,2/28/19,NOTHINGHERE,2/9/19,23:02:34,2019.01
21_21_DON,21_21_DON_0168.JPG,2/18/19 6:27,94,11/26/18,2/28/19,GROUSERUFFED,2/18/19,1:27:57,2019.01
21_21_DON,21_21_DON_0171.JPG,2/24/19 11:02,94,11/26/18,2/28/19,NOTHINGHERE,2/24/19,6:02:47,2019.01
21_21_DON,21_21_DON_0174.JPG,2/25/19 10:19,94,11/26/18,2/28/19,NOTHINGHERE,2/25/19,5:19:16,2019.01
21_21_DON,21_21_DON_0177.JPG,2/25/19 11:07,94,11/26/18,2/28/19,NOTHINGHERE,2/25/19,6:07:13,2019.01
21_21_DON,21_21_DON_0180.JPG,2/25/19 11:46,94,11/26/18,2/28/19,NOTHINGHERE,2/25/19,6:46:07,2019.01
22_18_WF,22_18_WF_0001.JPG,11/27/18 23:02,65,11/27/18,1/31/19,COYOTE,11/27/18,18:02:56,2019.01
22_18_WF,22_18_WF_0004.JPG,11/28/18 3:53,65,11/27/18,1/31/19,FISHER,11/28/18,22:53:12,2019.01
22_18_WF,22_18_WF_0007.JPG,11/28/18 3:55,65,11/27/18,1/31/19,SOMETHINGHERE,11/28/18,22:55:17,2019.01
22_18_WF,22_18_WF_0010.JPG,11/29/18 1:23,65,11/27/18,1/31/19,FISHER,11/29/18,20:23:51,2019.01
22_18_WF,22_18_WF_0013.JPG,11/29/18 1:29,65,11/27/18,1/31/19,FISHER,11/29/18,20:29:39,2019.01
22_18_WF,22_18_WF_0016.JPG,11/30/18 10:12,65,11/27/18,1/31/19,FISHER,11/30/18,5:12:41,2019.01
22_18_WF,22_18_WF_0019.JPG,11/30/18 11:43,65,11/27/18,1/31/19,FISHER,11/30/18,6:43:36,2019.01
22_18_WF,22_18_WF_0022.JPG,11/30/18 16:17,65,11/27/18,1/31/19,DEERWHITETAILED,11/30/18,11:17:57,2019.01
22_18_WF,22_18_WF_0025.JPG,11/30/18 16:19,65,11/27/18,1/31/19,DEERWHITETAILED,11/30/18,11:19:09,2019.01
22_18_WF,22_18_WF_0028.JPG,11/30/18 16:20,65,11/27/18,1/31/19,DEERWHITETAILED,11/30/18,11:20:14,2019.01
22_18_WF,22_18_WF_0031.JPG,12/1/18 6:17,65,11/27/18,1/31/19,DEERWHITETAILED,12/1/18,1:17:58,2019.01
22_18_WF,22_18_WF_0037.JPG,12/2/18 0:00,65,11/27/18,1/31/19,FISHER,12/2/18,19:00:04,2019.01
22_18_WF,22_18_WF_0040.JPG,12/3/18 7:09,65,11/27/18,1/31/19,DEERWHITETAILED,12/3/18,2:09:44,2019.01
22_18_WF,22_18_WF_0043.JPG,12/3/18 7:19,65,11/27/18,1/31/19,DEERWHITETAILED,12/3/18,2:19:51,2019.01
22_18_WF,22_18_WF_0046.JPG,12/4/18 7:32,65,11/27/18,1/31/19,DEERWHITETAILED,12/4/18,2:32:21,2019.01
22_18_WF,22_18_WF_0049.JPG,12/4/18 8:19,65,11/27/18,1/31/19,DEERWHITETAILED,12/4/18,3:19:52,2019.01
22_18_WF,22_18_WF_0052.JPG,12/5/18 6:58,65,11/27/18,1/31/19,FISHER,12/5/18,1:58:31,2019.01
22_18_WF,22_18_WF_0055.JPG,12/7/18 8:40,65,11/27/18,1/31/19,DEERWHITETAILED,12/7/18,3:40:14,2019.01
22_18_WF,22_18_WF_0058.JPG,12/7/18 8:41,65,11/27/18,1/31/19,DEERWHITETAILED,12/7/18,3:41:52,2019.01
22_18_WF,22_18_WF_0061.JPG,12/8/18 14:24,65,11/27/18,1/31/19,DEERWHITETAILED,12/8/18,9:24:57,2019.01
22_18_WF,22_18_WF_0064.JPG,12/11/18 18:53,65,11/27/18,1/31/19,COYOTE,12/11/18,13:53:31,2019.01
22_18_WF,22_18_WF_0067.JPG,12/13/18 18:44,65,11/27/18,1/31/19,DEERWHITETAILED,12/13/18,13:44:01,2019.01
22_18_WF,22_18_WF_0070.JPG,12/13/18 18:46,65,11/27/18,1/31/19,DEERWHITETAILED,12/13/18,13:46:36,2019.01
22_18_WF,22_18_WF_0073.JPG,12/15/18 17:39,65,11/27/18,1/31/19,FISHER,12/15/18,12:39:44,2019.01
22_18_WF,22_18_WF_0076.JPG,12/16/18 5:26,65,11/27/18,1/31/19,SOMETHINGHERE,12/16/18,0:26:52,2019.01
22_18_WF,22_18_WF_0079.JPG,12/17/18 8:54,65,11/27/18,1/31/19,DEERWHITETAILED,12/17/18,3:54:54,2019.01
22_18_WF,22_18_WF_0082.JPG,12/17/18 13:35,65,11/27/18,1/31/19,FOXRED,12/17/18,8:35:48,2019.01
22_18_WF,22_18_WF_0085.JPG,12/18/18 18:55,65,11/27/18,1/31/19,COYOTE,12/18/18,13:55:15,2019.01
22_18_WF,22_18_WF_0088.JPG,12/18/18 21:30,65,11/27/18,1/31/19,DEERWHITETAILED,12/18/18,16:30:45,2019.01
22_18_WF,22_18_WF_0091.JPG,12/20/18 8:43,65,11/27/18,1/31/19,DEERWHITETAILED,12/20/18,3:43:20,2019.01
22_18_WF,22_18_WF_0094.JPG,12/21/18 9:30,65,11/27/18,1/31/19,DEERWHITETAILED,12/21/18,4:30:57,2019.01
22_18_WF,22_18_WF_0097.JPG,12/21/18 9:53,65,11/27/18,1/31/19,DEERWHITETAILED,12/21/18,4:53:46,2019.01
22_18_WF,22_18_WF_0100.JPG,12/21/18 9:54,65,11/27/18,1/31/19,DEERWHITETAILED,12/21/18,4:54:56,2019.01
22_18_WF,22_18_WF_0103.JPG,12/21/18 10:00,65,11/27/18,1/31/19,DEERWHITETAILED,12/21/18,5:00:51,2019.01
22_18_WF,22_18_WF_0106.JPG,12/21/18 21:08,65,11/27/18,1/31/19,NOTHINGHERE,12/21/18,16:08:07,2019.01
22_18_WF,22_18_WF_0109.JPG,12/22/18 2:33,65,11/27/18,1/31/19,DEERWHITETAILED,12/22/18,21:33:18,2019.01
22_18_WF,22_18_WF_0112.JPG,12/24/18 2:32,65,11/27/18,1/31/19,FISHER,12/24/18,21:32:01,2019.01
22_18_WF,22_18_WF_0115.JPG,12/24/18 4:57,65,11/27/18,1/31/19,FISHER,12/24/18,23:57:50,2019.01
22_18_WF,22_18_WF_0118.JPG,12/25/18 12:23,65,11/27/18,1/31/19,DEERWHITETAILED,12/25/18,7:23:11,2019.01
22_18_WF,22_18_WF_0121.JPG,12/25/18 15:38,65,11/27/18,1/31/19,DEERWHITETAILED,12/25/18,10:38:35,2019.01
22_18_WF,22_18_WF_0124.JPG,12/26/18 8:29,65,11/27/18,1/31/19,COYOTE,12/26/18,3:29:30,2019.01
22_18_WF,22_18_WF_0127.JPG,12/27/18 3:46,65,11/27/18,1/31/19,DEERWHITETAILED,12/27/18,22:46:27,2019.01
22_18_WF,22_18_WF_0130.JPG,12/29/18 20:07,65,11/27/18,1/31/19,DEERWHITETAILED,12/29/18,15:07:20,2019.01
22_18_WF,22_18_WF_0133.JPG,12/31/18 9:59,65,11/27/18,1/31/19,NOTHINGHERE,12/31/18,4:59:50,2019.01
22_18_WF,22_18_WF_0136.JPG,12/31/18 16:43,65,11/27/18,1/31/19,DEERWHITETAILED,12/31/18,11:43:02,2019.01
22_18_WF,22_18_WF_0139.JPG,12/31/18 16:44,65,11/27/18,1/31/19,DEERWHITETAILED,12/31/18,11:44:07,2019.01
22_18_WF,22_18_WF_0142.JPG,12/31/18 16:45,65,11/27/18,1/31/19,NOTHINGHERE,12/31/18,11:45:15,2019.01
22_18_WF,22_18_WF_0145.JPG,1/1/19 7:56,65,11/27/18,1/31/19,DEERWHITETAILED,1/1/19,2:56:46,2019.01
22_18_WF,22_18_WF_0148.JPG,1/1/19 17:23,65,11/27/18,1/31/19,DEERWHITETAILED,1/1/19,12:23:20,2019.01
22_18_WF,22_18_WF_0151.JPG,1/3/19 1:05,65,11/27/18,1/31/19,DEERWHITETAILED,1/3/19,20:05:07,2019.01
22_18_WF,22_18_WF_0154.JPG,1/4/19 13:15,65,11/27/18,1/31/19,DEERWHITETAILED,1/4/19,8:15:25,2019.01
22_18_WF,22_18_WF_0157.JPG,1/5/19 12:22,65,11/27/18,1/31/19,DEERWHITETAILED,1/5/19,7:22:50,2019.01
22_18_WF,22_18_WF_0160.JPG,1/5/19 12:31,65,11/27/18,1/31/19,DEERWHITETAILED,1/5/19,7:31:50,2019.01
22_18_WF,22_18_WF_0163.JPG,1/7/19 8:49,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,3:49:58,2019.01
22_18_WF,22_18_WF_0166.JPG,1/7/19 8:51,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,3:51:10,2019.01
22_18_WF,22_18_WF_0169.JPG,1/7/19 8:52,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,3:52:15,2019.01
22_18_WF,22_18_WF_0172.JPG,1/7/19 10:08,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,5:08:17,2019.01
22_18_WF,22_18_WF_0178.JPG,1/7/19 10:10,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,5:10:29,2019.01
22_18_WF,22_18_WF_0181.JPG,1/7/19 11:47,65,11/27/18,1/31/19,DEERWHITETAILED,1/7/19,6:47:02,2019.01
22_18_WF,22_18_WF_0184.JPG,1/8/19 8:28,65,11/27/18,1/31/19,DEERWHITETAILED,1/8/19,3:28:44,2019.01
22_18_WF,22_18_WF_0187.JPG,1/8/19 13:16,65,11/27/18,1/31/19,DEERWHITETAILED,1/8/19,8:16:45,2019.01
22_18_WF,22_18_WF_0190.JPG,1/8/19 13:17,65,11/27/18,1/31/19,DEERWHITETAILED,1/8/19,8:17:51,2019.01
22_18_WF,22_18_WF_0193.JPG,1/8/19 13:18,65,11/27/18,1/31/19,DEERWHITETAILED,1/8/19,8:18:55,2019.01
22_18_WF,22_18_WF_0196.JPG,1/8/19 19:31,65,11/27/18,1/31/19,NOTHINGHERE,1/8/19,14:31:48,2019.01
22_18_WF,22_18_WF_0199.JPG,1/9/19 7:54,65,11/27/18,1/31/19,DEERWHITETAILED,1/9/19,2:54:24,2019.01
22_18_WF,22_18_WF_0202.JPG,1/11/19 8:57,65,11/27/18,1/31/19,DEERWHITETAILED,1/11/19,3:57:55,2019.01
22_18_WF,22_18_WF_0205.JPG,1/11/19 9:00,65,11/27/18,1/31/19,DEERWHITETAILED,1/11/19,4:00:18,2019.01
22_18_WF,22_18_WF_0208.JPG,1/11/19 15:42,65,11/27/18,1/31/19,DEERWHITETAILED,1/11/19,10:42:14,2019.01
22_18_WF,22_18_WF_0211.JPG,1/12/19 9:35,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,4:35:47,2019.01
22_18_WF,22_18_WF_0214.JPG,1/12/19 9:38,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,4:38:42,2019.01
22_18_WF,22_18_WF_0217.JPG,1/12/19 9:39,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,4:39:57,2019.01
22_18_WF,22_18_WF_0220.JPG,1/12/19 9:41,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,4:41:41,2019.01
22_18_WF,22_18_WF_0223.JPG,1/12/19 12:16,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,7:16:43,2019.01
22_18_WF,22_18_WF_0226.JPG,1/12/19 15:46,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,10:46:25,2019.01
22_18_WF,22_18_WF_0229.JPG,1/12/19 15:47,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,10:47:52,2019.01
22_18_WF,22_18_WF_0232.JPG,1/12/19 15:48,65,11/27/18,1/31/19,DEERWHITETAILED,1/12/19,10:48:58,2019.01
22_18_WF,22_18_WF_0235.JPG,1/13/19 16:14,65,11/27/18,1/31/19,DEERWHITETAILED,1/13/19,11:14:00,2019.01
22_18_WF,22_18_WF_0238.JPG,1/13/19 16:49,65,11/27/18,1/31/19,DEERWHITETAILED,1/13/19,11:49:30,2019.01
22_18_WF,22_18_WF_0241.JPG,1/14/19 10:16,65,11/27/18,1/31/19,DEERWHITETAILED,1/14/19,5:16:13,2019.01
22_18_WF,22_18_WF_0244.JPG,1/14/19 10:17,65,11/27/18,1/31/19,DEERWHITETAILED,1/14/19,5:17:24,2019.01
22_18_WF,22_18_WF_0247.JPG,1/15/19 16:38,65,11/27/18,1/31/19,DEERWHITETAILED,1/15/19,11:38:57,2019.01
22_18_WF,22_18_WF_0250.JPG,1/16/19 7:18,65,11/27/18,1/31/19,NOTHINGHERE,1/16/19,2:18:43,2019.01
22_18_WF,22_18_WF_0253.JPG,1/16/19 7:31,65,11/27/18,1/31/19,DEERWHITETAILED,1/16/19,2:31:23,2019.01
22_18_WF,22_18_WF_0256.JPG,1/16/19 12:00,65,11/27/18,1/31/19,DEERWHITETAILED,1/16/19,7:00:22,2019.01
22_18_WF,22_18_WF_0259.JPG,1/16/19 16:46,65,11/27/18,1/31/19,DEERWHITETAILED,1/16/19,11:46:50,2019.01
22_18_WF,22_18_WF_0262.JPG,1/16/19 16:48,65,11/27/18,1/31/19,DEERWHITETAILED,1/16/19,11:48:22,2019.01
22_18_WF,22_18_WF_0265.JPG,1/16/19 16:59,65,11/27/18,1/31/19,DEERWHITETAILED,1/16/19,11:59:45,2019.01
22_18_WF,22_18_WF_0268.JPG,1/17/19 2:04,65,11/27/18,1/31/19,NOTHINGHERE,1/17/19,21:04:22,2019.01
22_18_WF,22_18_WF_0271.JPG,1/18/19 14:32,65,11/27/18,1/31/19,DEERWHITETAILED,1/18/19,9:32:47,2019.01
