"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Event"
"7486","./06_05_DEG_003077.JPG","06_05_DEG_003077.JPG","797 kB","",2019-09-28 21:56:16,"2000x1500","","0",2.8,100,"","No Flash",1102
"7490","./06_05_DEG_003078.JPG","06_05_DEG_003078.JPG","796 kB","",2019-09-28 21:56:17,"2000x1500","","0",2.8,100,"","No Flash",1102
"7494","./06_05_DEG_003079.JPG","06_05_DEG_003079.JPG","799 kB","",2019-09-28 21:58:13,"2000x1500","","0",2.8,100,"","No Flash",1103
"7497","./06_05_DEG_003080.JPG","06_05_DEG_003080.JPG","798 kB","",2019-09-28 21:58:13,"2000x1500","","0",2.8,100,"","No Flash",1103
"7498","./06_05_DEG_003081.JPG","06_05_DEG_003081.JPG","797 kB","",2019-09-28 21:58:14,"2000x1500","","0",2.8,100,"","No Flash",1103
"7501","./06_05_DEG_003082.JPG","06_05_DEG_003082.JPG","800 kB","",2019-09-28 21:59:52,"2000x1500","","0",2.8,100,"","No Flash",1104
"7504","./06_05_DEG_003083.JPG","06_05_DEG_003083.JPG","797 kB","",2019-09-28 21:59:53,"2000x1500","","0",2.8,100,"","No Flash",1104
"7507","./06_05_DEG_003084.JPG","06_05_DEG_003084.JPG","797 kB","",2019-09-28 21:59:54,"2000x1500","","0",2.8,100,"","No Flash",1104
"7513","./06_05_DEG_003086.JPG","06_05_DEG_003086.JPG","798 kB","",2019-09-28 22:01:57,"2000x1500","","0",2.8,100,"","No Flash",1105
"7515","./06_05_DEG_003087.JPG","06_05_DEG_003087.JPG","797 kB","",2019-09-28 22:01:58,"2000x1500","","0",2.8,100,"","No Flash",1105
"7510","./06_05_DEG_003085.JPG","06_05_DEG_003085.JPG","799 kB","",2019-09-28 22:02:00,"2000x1500","","0",2.8,100,"","No Flash",1105
"7518","./06_05_DEG_003088.JPG","06_05_DEG_003088.JPG","799 kB","",2019-09-28 22:03:55,"2000x1500","","0",2.8,100,"","No Flash",1106
"7522","./06_05_DEG_003089.JPG","06_05_DEG_003089.JPG","798 kB","",2019-09-28 22:03:56,"2000x1500","","0",2.8,100,"","No Flash",1106
"7525","./06_05_DEG_003090.JPG","06_05_DEG_003090.JPG","797 kB","",2019-09-28 22:03:57,"2000x1500","","0",2.8,100,"","No Flash",1106
"7526","./06_05_DEG_003091.JPG","06_05_DEG_003091.JPG","799 kB","",2019-09-28 22:05:36,"2000x1500","","0",2.8,100,"","No Flash",1107
"7529","./06_05_DEG_003092.JPG","06_05_DEG_003092.JPG","797 kB","",2019-09-28 22:05:37,"2000x1500","","0",2.8,100,"","No Flash",1107
"7531","./06_05_DEG_003093.JPG","06_05_DEG_003093.JPG","796 kB","",2019-09-28 22:05:37,"2000x1500","","0",2.8,100,"","No Flash",1107
"7534","./06_05_DEG_003094.JPG","06_05_DEG_003094.JPG","798 kB","",2019-09-28 22:07:18,"2000x1500","","0",2.8,100,"","No Flash",1108
"7537","./06_05_DEG_003095.JPG","06_05_DEG_003095.JPG","797 kB","",2019-09-28 22:07:18,"2000x1500","","0",2.8,100,"","No Flash",1108
"7539","./06_05_DEG_003096.JPG","06_05_DEG_003096.JPG","797 kB","",2019-09-28 22:07:19,"2000x1500","","0",2.8,100,"","No Flash",1108
"7543","./06_05_DEG_003097.JPG","06_05_DEG_003097.JPG","799 kB","",2019-09-28 22:09:12,"2000x1500","","0",2.8,100,"","No Flash",1109
"7546","./06_05_DEG_003098.JPG","06_05_DEG_003098.JPG","797 kB","",2019-09-28 22:09:12,"2000x1500","","0",2.8,100,"","No Flash",1109
"7549","./06_05_DEG_003099.JPG","06_05_DEG_003099.JPG","796 kB","",2019-09-28 22:09:13,"2000x1500","","0",2.8,100,"","No Flash",1109
"7552","./06_05_DEG_003100.JPG","06_05_DEG_003100.JPG","798 kB","",2019-09-28 22:12:59,"2000x1500","","0",2.8,100,"","No Flash",1110
"7554","./06_05_DEG_003101.JPG","06_05_DEG_003101.JPG","797 kB","",2019-09-28 22:12:59,"2000x1500","","0",2.8,100,"","No Flash",1110
"7556","./06_05_DEG_003102.JPG","06_05_DEG_003102.JPG","797 kB","",2019-09-28 22:12:59,"2000x1500","","0",2.8,100,"","No Flash",1110
"7559","./06_05_DEG_003103.JPG","06_05_DEG_003103.JPG","799 kB","",2019-09-28 22:14:56,"2000x1500","","0",2.8,100,"","No Flash",1111
"7563","./06_05_DEG_003104.JPG","06_05_DEG_003104.JPG","797 kB","",2019-09-28 22:14:57,"2000x1500","","0",2.8,100,"","No Flash",1111
"7564","./06_05_DEG_003105.JPG","06_05_DEG_003105.JPG","796 kB","",2019-09-28 22:14:58,"2000x1500","","0",2.8,100,"","No Flash",1111
"7568","./06_05_DEG_003106.JPG","06_05_DEG_003106.JPG","798 kB","",2019-09-28 22:16:50,"2000x1500","","0",2.8,100,"","No Flash",1112
"7570","./06_05_DEG_003107.JPG","06_05_DEG_003107.JPG","798 kB","",2019-09-28 22:16:50,"2000x1500","","0",2.8,100,"","No Flash",1112
"7574","./06_05_DEG_003108.JPG","06_05_DEG_003108.JPG","797 kB","",2019-09-28 22:16:51,"2000x1500","","0",2.8,100,"","No Flash",1112
"7575","./06_05_DEG_003109.JPG","06_05_DEG_003109.JPG","798 kB","",2019-09-28 22:18:28,"2000x1500","","0",2.8,100,"","No Flash",1113
"7579","./06_05_DEG_003110.JPG","06_05_DEG_003110.JPG","797 kB","",2019-09-28 22:18:29,"2000x1500","","0",2.8,100,"","No Flash",1113
"7581","./06_05_DEG_003111.JPG","06_05_DEG_003111.JPG","797 kB","",2019-09-28 22:18:29,"2000x1500","","0",2.8,100,"","No Flash",1113
"7584","./06_05_DEG_003112.JPG","06_05_DEG_003112.JPG","797 kB","",2019-09-28 22:20:07,"2000x1500","","0",2.8,100,"","No Flash",1114
"7586","./06_05_DEG_003113.JPG","06_05_DEG_003113.JPG","796 kB","",2019-09-28 22:20:07,"2000x1500","","0",2.8,100,"","No Flash",1114
"7590","./06_05_DEG_003114.JPG","06_05_DEG_003114.JPG","796 kB","",2019-09-28 22:20:08,"2000x1500","","0",2.8,100,"","No Flash",1114
"7592","./06_05_DEG_003115.JPG","06_05_DEG_003115.JPG","799 kB","",2019-09-28 22:21:49,"2000x1500","","0",2.8,100,"","No Flash",1115
"7595","./06_05_DEG_003116.JPG","06_05_DEG_003116.JPG","798 kB","",2019-09-28 22:21:50,"2000x1500","","0",2.8,100,"","No Flash",1115
"7598","./06_05_DEG_003117.JPG","06_05_DEG_003117.JPG","796 kB","",2019-09-28 22:21:51,"2000x1500","","0",2.8,100,"","No Flash",1115
"7601","./06_05_DEG_003118.JPG","06_05_DEG_003118.JPG","799 kB","",2019-09-28 22:23:28,"2000x1500","","0",2.8,100,"","No Flash",1116
"7603","./06_05_DEG_003119.JPG","06_05_DEG_003119.JPG","797 kB","",2019-09-28 22:23:28,"2000x1500","","0",2.8,100,"","No Flash",1116
"7606","./06_05_DEG_003120.JPG","06_05_DEG_003120.JPG","796 kB","",2019-09-28 22:23:29,"2000x1500","","0",2.8,100,"","No Flash",1116
"7608","./06_05_DEG_003121.JPG","06_05_DEG_003121.JPG","800 kB","",2019-09-28 22:25:06,"2000x1500","","0",2.8,100,"","No Flash",1117
"7611","./06_05_DEG_003122.JPG","06_05_DEG_003122.JPG","798 kB","",2019-09-28 22:25:06,"2000x1500","","0",2.8,100,"","No Flash",1117
"7614","./06_05_DEG_003123.JPG","06_05_DEG_003123.JPG","797 kB","",2019-09-28 22:25:07,"2000x1500","","0",2.8,100,"","No Flash",1117
"7617","./06_05_DEG_003124.JPG","06_05_DEG_003124.JPG","798 kB","",2019-09-28 22:26:55,"2000x1500","","0",2.8,100,"","No Flash",1118
"7618","./06_05_DEG_003125.JPG","06_05_DEG_003125.JPG","797 kB","",2019-09-28 22:26:55,"2000x1500","","0",2.8,100,"","No Flash",1118
"7621","./06_05_DEG_003126.JPG","06_05_DEG_003126.JPG","795 kB","",2019-09-28 22:26:56,"2000x1500","","0",2.8,100,"","No Flash",1118
"7624","./06_05_DEG_003127.JPG","06_05_DEG_003127.JPG","799 kB","",2019-09-28 22:28:43,"2000x1500","","0",2.8,100,"","No Flash",1119
"7626","./06_05_DEG_003128.JPG","06_05_DEG_003128.JPG","798 kB","",2019-09-28 22:28:44,"2000x1500","","0",2.8,100,"","No Flash",1119
"7630","./06_05_DEG_003129.JPG","06_05_DEG_003129.JPG","797 kB","",2019-09-28 22:28:44,"2000x1500","","0",2.8,100,"","No Flash",1119
"7632","./06_05_DEG_003130.JPG","06_05_DEG_003130.JPG","800 kB","",2019-09-28 22:30:33,"2000x1500","","0",2.8,100,"","No Flash",1120
"7637","./06_05_DEG_003131.JPG","06_05_DEG_003131.JPG","798 kB","",2019-09-28 22:30:33,"2000x1500","","0",2.8,100,"","No Flash",1120
"7640","./06_05_DEG_003132.JPG","06_05_DEG_003132.JPG","797 kB","",2019-09-28 22:30:34,"2000x1500","","0",2.8,100,"","No Flash",1120
"7643","./06_05_DEG_003133.JPG","06_05_DEG_003133.JPG","798 kB","",2019-09-28 22:32:11,"2000x1500","","0",2.8,100,"","No Flash",1121
"7646","./06_05_DEG_003134.JPG","06_05_DEG_003134.JPG","797 kB","",2019-09-28 22:32:12,"2000x1500","","0",2.8,100,"","No Flash",1121
"7649","./06_05_DEG_003135.JPG","06_05_DEG_003135.JPG","796 kB","",2019-09-28 22:32:12,"2000x1500","","0",2.8,100,"","No Flash",1121
"7652","./06_05_DEG_003136.JPG","06_05_DEG_003136.JPG","799 kB","",2019-09-28 22:33:59,"2000x1500","","0",2.8,100,"","No Flash",1122
"7654","./06_05_DEG_003137.JPG","06_05_DEG_003137.JPG","798 kB","",2019-09-28 22:34:00,"2000x1500","","0",2.8,100,"","No Flash",1122
"7655","./06_05_DEG_003138.JPG","06_05_DEG_003138.JPG","797 kB","",2019-09-28 22:34:01,"2000x1500","","0",2.8,100,"","No Flash",1122
"7660","./06_05_DEG_003139.JPG","06_05_DEG_003139.JPG","799 kB","",2019-09-28 22:35:42,"2000x1500","","0",2.8,100,"","No Flash",1123
"7665","./06_05_DEG_003140.JPG","06_05_DEG_003140.JPG","798 kB","",2019-09-28 22:35:42,"2000x1500","","0",2.8,100,"","No Flash",1123
"7668","./06_05_DEG_003141.JPG","06_05_DEG_003141.JPG","797 kB","",2019-09-28 22:35:43,"2000x1500","","0",2.8,100,"","No Flash",1123
"7671","./06_05_DEG_003142.JPG","06_05_DEG_003142.JPG","800 kB","",2019-09-28 22:37:22,"2000x1500","","0",2.8,100,"","No Flash",1124
"7674","./06_05_DEG_003143.JPG","06_05_DEG_003143.JPG","799 kB","",2019-09-28 22:37:23,"2000x1500","","0",2.8,100,"","No Flash",1124
"7677","./06_05_DEG_003144.JPG","06_05_DEG_003144.JPG","797 kB","",2019-09-28 22:37:23,"2000x1500","","0",2.8,100,"","No Flash",1124
"7680","./06_05_DEG_003145.JPG","06_05_DEG_003145.JPG","799 kB","",2019-09-28 22:39:01,"2000x1500","","0",2.8,100,"","No Flash",1125
"7683","./06_05_DEG_003146.JPG","06_05_DEG_003146.JPG","797 kB","",2019-09-28 22:39:01,"2000x1500","","0",2.8,100,"","No Flash",1125
"7686","./06_05_DEG_003147.JPG","06_05_DEG_003147.JPG","798 kB","",2019-09-28 22:39:02,"2000x1500","","0",2.8,100,"","No Flash",1125
"7690","./06_05_DEG_003148.JPG","06_05_DEG_003148.JPG","799 kB","",2019-09-28 22:40:42,"2000x1500","","0",2.8,100,"","No Flash",1126
"7692","./06_05_DEG_003149.JPG","06_05_DEG_003149.JPG","798 kB","",2019-09-28 22:40:43,"2000x1500","","0",2.8,100,"","No Flash",1126
"7697","./06_05_DEG_003150.JPG","06_05_DEG_003150.JPG","797 kB","",2019-09-28 22:40:43,"2000x1500","","0",2.8,100,"","No Flash",1126
"7699","./06_05_DEG_003151.JPG","06_05_DEG_003151.JPG","799 kB","",2019-09-28 22:42:21,"2000x1500","","0",2.8,100,"","No Flash",1127
"7701","./06_05_DEG_003152.JPG","06_05_DEG_003152.JPG","797 kB","",2019-09-28 22:42:21,"2000x1500","","0",2.8,100,"","No Flash",1127
"7704","./06_05_DEG_003153.JPG","06_05_DEG_003153.JPG","797 kB","",2019-09-28 22:42:22,"2000x1500","","0",2.8,100,"","No Flash",1127
"7708","./06_05_DEG_003154.JPG","06_05_DEG_003154.JPG","798 kB","",2019-09-28 22:44:00,"2000x1500","","0",2.8,100,"","No Flash",1128
"7710","./06_05_DEG_003155.JPG","06_05_DEG_003155.JPG","797 kB","",2019-09-28 22:44:01,"2000x1500","","0",2.8,100,"","No Flash",1128
"7713","./06_05_DEG_003156.JPG","06_05_DEG_003156.JPG","796 kB","",2019-09-28 22:44:01,"2000x1500","","0",2.8,100,"","No Flash",1128
"7717","./06_05_DEG_003157.JPG","06_05_DEG_003157.JPG","799 kB","",2019-09-28 22:45:40,"2000x1500","","0",2.8,100,"","No Flash",1129
"7721","./06_05_DEG_003158.JPG","06_05_DEG_003158.JPG","798 kB","",2019-09-28 22:45:40,"2000x1500","","0",2.8,100,"","No Flash",1129
"7723","./06_05_DEG_003159.JPG","06_05_DEG_003159.JPG","797 kB","",2019-09-28 22:45:41,"2000x1500","","0",2.8,100,"","No Flash",1129
"7727","./06_05_DEG_003160.JPG","06_05_DEG_003160.JPG","799 kB","",2019-09-28 22:47:21,"2000x1500","","0",2.8,100,"","No Flash",1130
"7730","./06_05_DEG_003161.JPG","06_05_DEG_003161.JPG","797 kB","",2019-09-28 22:47:21,"2000x1500","","0",2.8,100,"","No Flash",1130
"7733","./06_05_DEG_003162.JPG","06_05_DEG_003162.JPG","796 kB","",2019-09-28 22:47:22,"2000x1500","","0",2.8,100,"","No Flash",1130
"7736","./06_05_DEG_003163.JPG","06_05_DEG_003163.JPG","799 kB","",2019-09-28 22:49:07,"2000x1500","","0",2.8,100,"","No Flash",1131
"7740","./06_05_DEG_003164.JPG","06_05_DEG_003164.JPG","798 kB","",2019-09-28 22:49:07,"2000x1500","","0",2.8,100,"","No Flash",1131
"7742","./06_05_DEG_003165.JPG","06_05_DEG_003165.JPG","797 kB","",2019-09-28 22:49:08,"2000x1500","","0",2.8,100,"","No Flash",1131
"7747","./06_05_DEG_003166.JPG","06_05_DEG_003166.JPG","799 kB","",2019-09-28 22:50:46,"2000x1500","","0",2.8,100,"","No Flash",1132
"7751","./06_05_DEG_003167.JPG","06_05_DEG_003167.JPG","798 kB","",2019-09-28 22:50:47,"2000x1500","","0",2.8,100,"","No Flash",1132
"7755","./06_05_DEG_003168.JPG","06_05_DEG_003168.JPG","797 kB","",2019-09-28 22:50:47,"2000x1500","","0",2.8,100,"","No Flash",1132
"7756","./06_05_DEG_003169.JPG","06_05_DEG_003169.JPG","799 kB","",2019-09-28 22:52:25,"2000x1500","","0",2.8,100,"","No Flash",1133
"7759","./06_05_DEG_003170.JPG","06_05_DEG_003170.JPG","798 kB","",2019-09-28 22:52:26,"2000x1500","","0",2.8,100,"","No Flash",1133
"7760","./06_05_DEG_003171.JPG","06_05_DEG_003171.JPG","797 kB","",2019-09-28 22:52:26,"2000x1500","","0",2.8,100,"","No Flash",1133
"7763","./06_05_DEG_003172.JPG","06_05_DEG_003172.JPG","798 kB","",2019-09-28 22:54:04,"2000x1500","","0",2.8,100,"","No Flash",1134
"7766","./06_05_DEG_003173.JPG","06_05_DEG_003173.JPG","797 kB","",2019-09-28 22:54:04,"2000x1500","","0",2.8,100,"","No Flash",1134
"7767","./06_05_DEG_003174.JPG","06_05_DEG_003174.JPG","797 kB","",2019-09-28 22:54:05,"2000x1500","","0",2.8,100,"","No Flash",1134
"7772","./06_05_DEG_003175.JPG","06_05_DEG_003175.JPG","799 kB","",2019-09-28 22:55:51,"2000x1500","","0",2.8,100,"","No Flash",1135
"7775","./06_05_DEG_003176.JPG","06_05_DEG_003176.JPG","798 kB","",2019-09-28 22:55:52,"2000x1500","","0",2.8,100,"","No Flash",1135
"7778","./06_05_DEG_003177.JPG","06_05_DEG_003177.JPG","797 kB","",2019-09-28 22:55:52,"2000x1500","","0",2.8,100,"","No Flash",1135
"7780","./06_05_DEG_003178.JPG","06_05_DEG_003178.JPG","799 kB","",2019-09-28 22:57:29,"2000x1500","","0",2.8,100,"","No Flash",1136
"7782","./06_05_DEG_003179.JPG","06_05_DEG_003179.JPG","797 kB","",2019-09-28 22:57:30,"2000x1500","","0",2.8,100,"","No Flash",1136
"7783","./06_05_DEG_003180.JPG","06_05_DEG_003180.JPG","796 kB","",2019-09-28 22:57:30,"2000x1500","","0",2.8,100,"","No Flash",1136
"7787","./06_05_DEG_003181.JPG","06_05_DEG_003181.JPG","799 kB","",2019-09-28 22:59:08,"2000x1500","","0",2.8,100,"","No Flash",1137
"7791","./06_05_DEG_003182.JPG","06_05_DEG_003182.JPG","798 kB","",2019-09-28 22:59:09,"2000x1500","","0",2.8,100,"","No Flash",1137
"7793","./06_05_DEG_003183.JPG","06_05_DEG_003183.JPG","797 kB","",2019-09-28 22:59:10,"2000x1500","","0",2.8,100,"","No Flash",1137
"7796","./06_05_DEG_003184.JPG","06_05_DEG_003184.JPG","799 kB","",2019-09-28 23:00:48,"2000x1500","","0",2.8,100,"","No Flash",1138
"7800","./06_05_DEG_003185.JPG","06_05_DEG_003185.JPG","798 kB","",2019-09-28 23:00:49,"2000x1500","","0",2.8,100,"","No Flash",1138
"7804","./06_05_DEG_003186.JPG","06_05_DEG_003186.JPG","797 kB","",2019-09-28 23:00:49,"2000x1500","","0",2.8,100,"","No Flash",1138
"7807","./06_05_DEG_003187.JPG","06_05_DEG_003187.JPG","798 kB","",2019-09-28 23:02:26,"2000x1500","","0",2.8,100,"","No Flash",1139
"7809","./06_05_DEG_003188.JPG","06_05_DEG_003188.JPG","798 kB","",2019-09-28 23:02:27,"2000x1500","","0",2.8,100,"","No Flash",1139
"7812","./06_05_DEG_003189.JPG","06_05_DEG_003189.JPG","796 kB","",2019-09-28 23:02:27,"2000x1500","","0",2.8,100,"","No Flash",1139
"7813","./06_05_DEG_003190.JPG","06_05_DEG_003190.JPG","799 kB","",2019-09-28 23:04:04,"2000x1500","","0",2.8,100,"","No Flash",1140
"7816","./06_05_DEG_003191.JPG","06_05_DEG_003191.JPG","797 kB","",2019-09-28 23:04:05,"2000x1500","","0",2.8,100,"","No Flash",1140
"7818","./06_05_DEG_003192.JPG","06_05_DEG_003192.JPG","797 kB","",2019-09-28 23:04:06,"2000x1500","","0",2.8,100,"","No Flash",1140
"7822","./06_05_DEG_003193.JPG","06_05_DEG_003193.JPG","799 kB","",2019-09-28 23:05:45,"2000x1500","","0",2.8,100,"","No Flash",1141
"7825","./06_05_DEG_003194.JPG","06_05_DEG_003194.JPG","798 kB","",2019-09-28 23:05:46,"2000x1500","","0",2.8,100,"","No Flash",1141
"7829","./06_05_DEG_003195.JPG","06_05_DEG_003195.JPG","796 kB","",2019-09-28 23:05:46,"2000x1500","","0",2.8,100,"","No Flash",1141
"7831","./06_05_DEG_003196.JPG","06_05_DEG_003196.JPG","799 kB","",2019-09-28 23:07:24,"2000x1500","","0",2.8,100,"","No Flash",1142
"7833","./06_05_DEG_003197.JPG","06_05_DEG_003197.JPG","798 kB","",2019-09-28 23:07:25,"2000x1500","","0",2.8,100,"","No Flash",1142
"7836","./06_05_DEG_003198.JPG","06_05_DEG_003198.JPG","797 kB","",2019-09-28 23:07:25,"2000x1500","","0",2.8,100,"","No Flash",1142
"7838","./06_05_DEG_003199.JPG","06_05_DEG_003199.JPG","799 kB","",2019-09-28 23:09:02,"2000x1500","","0",2.8,100,"","No Flash",1143
"7841","./06_05_DEG_003200.JPG","06_05_DEG_003200.JPG","799 kB","",2019-09-28 23:09:03,"2000x1500","","0",2.8,100,"","No Flash",1143
"7846","./06_05_DEG_003201.JPG","06_05_DEG_003201.JPG","797 kB","",2019-09-28 23:09:04,"2000x1500","","0",2.8,100,"","No Flash",1143
"7850","./06_05_DEG_003202.JPG","06_05_DEG_003202.JPG","799 kB","",2019-09-28 23:10:44,"2000x1500","","0",2.8,100,"","No Flash",1144
"7852","./06_05_DEG_003203.JPG","06_05_DEG_003203.JPG","798 kB","",2019-09-28 23:10:45,"2000x1500","","0",2.8,100,"","No Flash",1144
"7855","./06_05_DEG_003204.JPG","06_05_DEG_003204.JPG","776 kB","",2019-09-28 23:10:45,"2000x1500","","0",2.8,100,"","No Flash",1144
"7858","./06_05_DEG_003205.JPG","06_05_DEG_003205.JPG","799 kB","",2019-09-28 23:12:56,"2000x1500","","0",2.8,100,"","No Flash",1145
"7860","./06_05_DEG_003206.JPG","06_05_DEG_003206.JPG","798 kB","",2019-09-28 23:12:56,"2000x1500","","0",2.8,100,"","No Flash",1145
"7862","./06_05_DEG_003207.JPG","06_05_DEG_003207.JPG","797 kB","",2019-09-28 23:12:57,"2000x1500","","0",2.8,100,"","No Flash",1145
"7865","./06_05_DEG_003208.JPG","06_05_DEG_003208.JPG","798 kB","",2019-09-28 23:14:42,"2000x1500","","0",2.8,100,"","No Flash",1146
"7868","./06_05_DEG_003209.JPG","06_05_DEG_003209.JPG","798 kB","",2019-09-28 23:14:42,"2000x1500","","0",2.8,100,"","No Flash",1146
"7872","./06_05_DEG_003210.JPG","06_05_DEG_003210.JPG","797 kB","",2019-09-28 23:14:43,"2000x1500","","0",2.8,100,"","No Flash",1146
"7875","./06_05_DEG_003211.JPG","06_05_DEG_003211.JPG","799 kB","",2019-09-28 23:16:21,"2000x1500","","0",2.8,100,"","No Flash",1147
"7877","./06_05_DEG_003212.JPG","06_05_DEG_003212.JPG","798 kB","",2019-09-28 23:16:22,"2000x1500","","0",2.8,100,"","No Flash",1147
"7881","./06_05_DEG_003213.JPG","06_05_DEG_003213.JPG","797 kB","",2019-09-28 23:16:23,"2000x1500","","0",2.8,100,"","No Flash",1147
"7885","./06_05_DEG_003214.JPG","06_05_DEG_003214.JPG","800 kB","",2019-09-28 23:17:59,"2000x1500","","0",2.8,100,"","No Flash",1148
"7888","./06_05_DEG_003215.JPG","06_05_DEG_003215.JPG","798 kB","",2019-09-28 23:18:00,"2000x1500","","0",2.8,100,"","No Flash",1148
"7890","./06_05_DEG_003216.JPG","06_05_DEG_003216.JPG","797 kB","",2019-09-28 23:18:01,"2000x1500","","0",2.8,100,"","No Flash",1148
"7893","./06_05_DEG_003217.JPG","06_05_DEG_003217.JPG","799 kB","",2019-09-28 23:19:38,"2000x1500","","0",2.8,100,"","No Flash",1149
"7896","./06_05_DEG_003218.JPG","06_05_DEG_003218.JPG","798 kB","",2019-09-28 23:19:39,"2000x1500","","0",2.8,100,"","No Flash",1149
"7899","./06_05_DEG_003219.JPG","06_05_DEG_003219.JPG","797 kB","",2019-09-28 23:19:39,"2000x1500","","0",2.8,100,"","No Flash",1149
"7901","./06_05_DEG_003220.JPG","06_05_DEG_003220.JPG","799 kB","",2019-09-28 23:21:17,"2000x1500","","0",2.8,100,"","No Flash",1150
"7905","./06_05_DEG_003221.JPG","06_05_DEG_003221.JPG","798 kB","",2019-09-28 23:21:17,"2000x1500","","0",2.8,100,"","No Flash",1150
"7909","./06_05_DEG_003222.JPG","06_05_DEG_003222.JPG","797 kB","",2019-09-28 23:21:18,"2000x1500","","0",2.8,100,"","No Flash",1150
"7912","./06_05_DEG_003223.JPG","06_05_DEG_003223.JPG","800 kB","",2019-09-28 23:22:55,"2000x1500","","0",2.8,100,"","No Flash",1151
"7915","./06_05_DEG_003224.JPG","06_05_DEG_003224.JPG","798 kB","",2019-09-28 23:22:56,"2000x1500","","0",2.8,100,"","No Flash",1151
"7917","./06_05_DEG_003225.JPG","06_05_DEG_003225.JPG","797 kB","",2019-09-28 23:22:56,"2000x1500","","0",2.8,100,"","No Flash",1151
"7919","./06_05_DEG_003226.JPG","06_05_DEG_003226.JPG","799 kB","",2019-09-28 23:24:33,"2000x1500","","0",2.8,100,"","No Flash",1152
"7922","./06_05_DEG_003227.JPG","06_05_DEG_003227.JPG","798 kB","",2019-09-28 23:24:34,"2000x1500","","0",2.8,100,"","No Flash",1152
"7925","./06_05_DEG_003228.JPG","06_05_DEG_003228.JPG","796 kB","",2019-09-28 23:24:35,"2000x1500","","0",2.8,100,"","No Flash",1152
"7927","./06_05_DEG_003229.JPG","06_05_DEG_003229.JPG","799 kB","",2019-09-28 23:26:12,"2000x1500","","0",2.8,100,"","No Flash",1153
"7930","./06_05_DEG_003230.JPG","06_05_DEG_003230.JPG","798 kB","",2019-09-28 23:26:12,"2000x1500","","0",2.8,100,"","No Flash",1153
"7933","./06_05_DEG_003231.JPG","06_05_DEG_003231.JPG","798 kB","",2019-09-28 23:26:13,"2000x1500","","0",2.8,100,"","No Flash",1153
"7937","./06_05_DEG_003232.JPG","06_05_DEG_003232.JPG","800 kB","",2019-09-28 23:27:50,"2000x1500","","0",2.8,100,"","No Flash",1154
"7941","./06_05_DEG_003233.JPG","06_05_DEG_003233.JPG","798 kB","",2019-09-28 23:27:51,"2000x1500","","0",2.8,100,"","No Flash",1154
"7944","./06_05_DEG_003234.JPG","06_05_DEG_003234.JPG","797 kB","",2019-09-28 23:27:51,"2000x1500","","0",2.8,100,"","No Flash",1154
"7947","./06_05_DEG_003235.JPG","06_05_DEG_003235.JPG","799 kB","",2019-09-28 23:29:28,"2000x1500","","0",2.8,100,"","No Flash",1155
"7948","./06_05_DEG_003236.JPG","06_05_DEG_003236.JPG","798 kB","",2019-09-28 23:29:29,"2000x1500","","0",2.8,100,"","No Flash",1155
"7950","./06_05_DEG_003237.JPG","06_05_DEG_003237.JPG","797 kB","",2019-09-28 23:29:29,"2000x1500","","0",2.8,100,"","No Flash",1155
"7952","./06_05_DEG_003238.JPG","06_05_DEG_003238.JPG","799 kB","",2019-09-28 23:31:06,"2000x1500","","0",2.8,100,"","No Flash",1156
"7955","./06_05_DEG_003239.JPG","06_05_DEG_003239.JPG","798 kB","",2019-09-28 23:31:07,"2000x1500","","0",2.8,100,"","No Flash",1156
"7959","./06_05_DEG_003240.JPG","06_05_DEG_003240.JPG","797 kB","",2019-09-28 23:31:08,"2000x1500","","0",2.8,100,"","No Flash",1156
"7960","./06_05_DEG_003241.JPG","06_05_DEG_003241.JPG","799 kB","",2019-09-28 23:32:45,"2000x1500","","0",2.8,100,"","No Flash",1157
"7963","./06_05_DEG_003242.JPG","06_05_DEG_003242.JPG","798 kB","",2019-09-28 23:32:45,"2000x1500","","0",2.8,100,"","No Flash",1157
"7966","./06_05_DEG_003243.JPG","06_05_DEG_003243.JPG","797 kB","",2019-09-28 23:32:46,"2000x1500","","0",2.8,100,"","No Flash",1157
"7967","./06_05_DEG_003244.JPG","06_05_DEG_003244.JPG","799 kB","",2019-09-28 23:34:25,"2000x1500","","0",2.8,100,"","No Flash",1158
"7969","./06_05_DEG_003245.JPG","06_05_DEG_003245.JPG","798 kB","",2019-09-28 23:34:25,"2000x1500","","0",2.8,100,"","No Flash",1158
"7971","./06_05_DEG_003246.JPG","06_05_DEG_003246.JPG","796 kB","",2019-09-28 23:34:26,"2000x1500","","0",2.8,100,"","No Flash",1158
"7974","./06_05_DEG_003247.JPG","06_05_DEG_003247.JPG","798 kB","",2019-09-28 23:36:05,"2000x1500","","0",2.8,100,"","No Flash",1159
"7976","./06_05_DEG_003248.JPG","06_05_DEG_003248.JPG","798 kB","",2019-09-28 23:36:05,"2000x1500","","0",2.8,100,"","No Flash",1159
"7979","./06_05_DEG_003249.JPG","06_05_DEG_003249.JPG","797 kB","",2019-09-28 23:36:06,"2000x1500","","0",2.8,100,"","No Flash",1159
"7982","./06_05_DEG_003250.JPG","06_05_DEG_003250.JPG","799 kB","",2019-09-28 23:37:44,"2000x1500","","0",2.8,100,"","No Flash",1160
