SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
./06_05_DEG_001947.JPG,06_05_DEG_001947.JPG,839 kB,,2019:09:28 10:50:57,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0051.JPG,33_38_DEG_0051.JPG,804 kB,BTC5HDP,2019:10:08 20:35:18,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001724.JPG,06_05_DEG_001724.JPG,846 kB,,2019:09:28 08:49:39,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0052.JPG,33_38_DEG_0052.JPG,838 kB,BTC5HDP,2019:10:09 03:03:25,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001949.JPG,06_05_DEG_001949.JPG,834 kB,,2019:09:28 10:52:33,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001725.JPG,06_05_DEG_001725.JPG,846 kB,,2019:09:28 08:49:39,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0053.JPG,33_38_DEG_0053.JPG,804 kB,BTC5HDP,2019:10:09 03:03:27,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001952.JPG,06_05_DEG_001952.JPG,861 kB,,2019:09:28 10:54:11,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001726.JPG,06_05_DEG_001726.JPG,822 kB,,2019:09:28 08:51:16,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0055.JPG,33_38_DEG_0055.JPG,869 kB,BTC5HDP,2019:10:09 13:10:01,2000x1111,42.0 mm,1/50,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001963.JPG,06_05_DEG_001963.JPG,862 kB,,2019:09:28 11:00:45,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0056.JPG,33_38_DEG_0056.JPG,870 kB,BTC5HDP,2019:10:09 13:10:03,2000x1111,42.0 mm,1/50,2.4,100,Unknown (288),"Auto, Did not fire"
