,Image1,DateTimeOriginal,ForestName,Camera ,Camera_Trap_Days,Date_Out,Date_Checked,choice
112,33_01_WF_0004.JPG,11/27/18 17:16,WF,33,75,18/11/17,19/01/31,NOTHINGHERE
113,33_01_WF_0007.JPG,11/27/18 17:26,WF,33,75,18/11/17,19/01/31,NOTHINGHERE
114,28_15_DEG_0008.JPG,11/27/18 20:02,DEG,28,73,18/11/26,19/02/07,FISHER
115,22_18_WF_0001.JPG,11/27/18 23:02,WF,22,75,18/11/17,19/01/31,COYOTE
116,22_18_WF_0004.JPG,11/28/18 3:53,WF,22,75,18/11/17,19/01/31,FISHER
117,22_18_WF_0007.JPG,11/28/18 3:55,WF,22,75,18/11/17,19/01/31,SOMETHINGHERE
118,33_01_WF_0010.JPG,11/28/18 5:14,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
119,03_05_SH_000013.JPG,11/28/18 6:43,SH,3,89,18/11/14,19/02/11,SOMETHINGHERE
120,17_24_BC_000073.JPG,11/28/18 9:04,BC,17,109,18/11/15,19/03/04,SQUIRRELGRAY
121,09_25_WF_000001.JPG,11/28/18 10:16,WF,9,75,18/11/17,19/01/31,DEERWHITETAILED
122,11_13_BC_000061.JPG,11/28/18 12:21,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
123,29_19_DEG_0004.JPG,11/28/18 13:38,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
124,08_23_DEG_000010.JPG,11/28/18 17:29,DEG,8,73,18/11/26,19/02/07,NOTHINGHERE
125,08_23_DEG_000013.JPG,11/28/18 17:34,DEG,8,73,18/11/26,19/02/07,SNOWSHOEHARE
126,17_24_BC_000076.JPG,11/28/18 19:54,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
127,17_24_BC_000079.JPG,11/28/18 19:56,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
128,17_24_BC_000082.JPG,11/28/18 19:59,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
129,17_24_BC_000085.JPG,11/28/18 22:56,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
130,29_19_DEG_0007.JPG,11/29/18 0:16,DEG,29,73,18/11/26,19/02/07,FISHER
131,22_18_WF_0010.JPG,11/29/18 1:23,WF,22,75,18/11/17,19/01/31,FISHER
132,22_18_WF_0013.JPG,11/29/18 1:29,WF,22,75,18/11/17,19/01/31,FISHER
133,11_13_BC_000064.JPG,11/29/18 11:09,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
134,11_13_BC_000067.JPG,11/29/18 11:50,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
135,24_04_BC_0064.JPG,11/29/18 12:35,BC,24,109,18/11/15,19/03/04,SQUIRRELGRAY
136,11_13_BC_000070.JPG,11/29/18 17:26,BC,11,109,18/11/15,19/03/04,PORCUPINE
137,29_19_DEG_0010.JPG,11/29/18 18:32,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
138,21_21_DON_0003.JPG,11/29/18 19:02,DON,21,94,18/11/26,19/02/28,FOXRED
139,29_19_DEG_0013.JPG,11/30/18 6:39,DEG,29,73,18/11/26,19/02/07,SOMETHINGHERE
140,29_19_DEG_0016.JPG,11/30/18 6:42,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
141,29_19_DEG_0019.JPG,11/30/18 6:44,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
142,29_19_DEG_0025.JPG,11/30/18 8:47,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
143,22_18_WF_0016.JPG,11/30/18 10:12,WF,22,75,18/11/17,19/01/31,FISHER
144,22_18_WF_0019.JPG,11/30/18 11:43,WF,22,75,18/11/17,19/01/31,FISHER
145,22_18_WF_0022.JPG,11/30/18 16:17,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
146,22_18_WF_0025.JPG,11/30/18 16:19,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
147,22_18_WF_0028.JPG,11/30/18 16:20,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
148,33_01_WF_0013.JPG,11/30/18 16:34,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
149,33_01_WF_0016.JPG,11/30/18 16:35,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
150,22_18_WF_0031.JPG,12/1/18 6:17,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
151,15_14_DEG_000002.JPG,12/1/18 8:16,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
152,33_01_WF_0019.JPG,12/1/18 8:51,WF,33,75,18/11/17,19/01/31,SOMETHINGHERE
153,04_26_WF_000001.JPG,12/1/18 10:05,WF,4,75,18/11/17,19/01/31,NOTHINGHERE
154,04_26_WF_000004.JPG,12/1/18 10:12,WF,4,75,18/11/17,19/01/31,NOTHINGHERE
155,04_26_WF_000007.JPG,12/1/18 10:32,WF,4,75,18/11/17,19/01/31,NOTHINGHERE
156,04_26_WF_000010.JPG,12/1/18 10:35,WF,4,75,18/11/17,19/01/31,NOTHINGHERE
157,23_03_SH_0022.JPG,12/1/18 10:37,SH,23,89,18/11/14,19/02/11,DEERWHITETAILED
158,04_26_WF_000013.JPG,12/1/18 11:48,WF,4,75,18/11/17,19/01/31,TURKEY
159,17_24_BC_000088.JPG,12/1/18 14:05,BC,17,109,18/11/15,19/03/04,SOMETHINGHERE
160,24_04_BC_0067.JPG,12/1/18 14:31,BC,24,109,18/11/15,19/03/04,SQUIRRELGRAY
161,11_13_BC_000073.JPG,12/1/18 17:10,BC,11,109,18/11/15,19/03/04,PORCUPINE
162,24_04_BC_0070.JPG,12/1/18 17:39,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
163,22_18_WF_0037.JPG,12/2/18 0:00,WF,22,75,18/11/17,19/01/31,FISHER
164,11_13_BC_000076.JPG,12/2/18 13:07,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
165,09_25_WF_000004.JPG,12/2/18 13:26,WF,9,75,18/11/17,19/01/31,SQUIRRELGRAY
166,04_26_WF_000016.JPG,12/2/18 23:44,WF,4,75,18/11/17,19/01/31,NOTHINGHERE
167,33_01_WF_0022.JPG,12/3/18 0:05,WF,33,75,18/11/17,19/01/31,SOMETHINGHERE
168,23_03_SH_0025.JPG,12/3/18 0:53,SH,23,89,18/11/14,19/02/11,DEERWHITETAILED
169,33_01_WF_0025.JPG,12/3/18 3:41,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
170,33_01_WF_0028.JPG,12/3/18 3:42,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
171,33_01_WF_0031.JPG,12/3/18 3:54,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
172,22_18_WF_0040.JPG,12/3/18 7:09,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
